#Frame,Timer,HeadX,HeadY,HeadZ,HeadRX,HeadRY,HeadRZ,LHandX,LHandY,LHandZ,LHandRX,LHandRY,LHandRZ,RHandX,RHandY,RHandZ,RHandRX,RHandRY,RHandRZ,LEyeRX,LEyeRY,LEyeRZ,REyeRX,REyeRY,REyeRZ,LEyeConf,REyeConf
1.0,0.015311,-0.3391415,1.477193,-0.712474,335.5716,66.0937,345.1123,-0.3557849,1.485158,-0.6838553,335.5716,66.0937,345.1123,-0.3224981,1.469228,-0.7410927,335.5716,66.0937,345.1123,332.5606,69.55322,0.0,331.6213,65.69327,-1.94078e-06,0.5,0.5
2.0,0.02945225,-0.3454151,1.476803,-0.7117668,335.8174,65.87154,345.0995,-0.36214,1.48479,-0.6832019,335.8174,65.87154,345.0995,-0.3286901,1.468815,-0.7403318,335.8174,65.87154,345.0995,332.6912,69.27602,0.0,331.7483,65.42174,-9.692318e-07,0.5,0.5
3.0,0.04070885,-0.3521215,1.476807,-0.7106694,336.1262,65.77272,345.2033,-0.3688409,1.484759,-0.6820914,336.1262,65.77272,345.2033,-0.3354022,1.468855,-0.7392474,336.1262,65.77272,345.2033,332.959,69.07952,-9.585622e-07,332.0179,65.23389,9.667981e-07,0.5,0.5
4.0,0.05461985,-0.3586122,1.476147,-0.7092355,336.6339,65.62824,345.3953,-0.3753114,1.484028,-0.6806262,336.6339,65.62824,345.3953,-0.3419131,1.468265,-0.7378449,336.6339,65.62824,345.3953,333.5797,69.35997,0.0,332.6913,65.78163,-2.882592e-06,0.5,0.5
5.0,0.06773275,-0.3651145,1.475075,-0.7078792,337.4253,65.52428,345.7047,-0.3817229,1.482839,-0.6791849,337.4253,65.52428,345.7047,-0.348506,1.467312,-0.7365736,337.4253,65.52428,345.7047,334.105,69.20463,1.898127e-06,333.2272,65.63986,0.0,0.5,0.5
6.0,0.08129755,-0.371303,1.473406,-0.7061913,338.2976,65.34409,346.5432,-0.3877811,1.480768,-0.6773166,338.2976,65.34409,346.5432,-0.3548249,1.466043,-0.735066,338.2976,65.34409,346.5432,336.0915,67.41209,9.339087e-07,335.3782,64.36166,9.391644e-07,0.5,0.5
7.0,0.09455575,-0.3768876,1.472614,-0.704006,338.796,65.34029,347.1448,-0.3932288,1.479677,-0.6749791,338.796,65.34029,347.1448,-0.3605464,1.465551,-0.7330328,338.796,65.34029,347.1448,336.9066,67.20919,0.0,336.2341,64.16732,1.865765e-06,0.5,0.5
8.0,0.1084072,-0.38191,1.47177,-0.701424,338.7582,65.66387,347.3393,-0.3980646,1.478726,-0.6722672,338.7582,65.66387,347.3393,-0.3657554,1.464814,-0.7305808,338.7582,65.66387,347.3393,339.6613,66.36676,-9.10542e-07,339.0789,63.60936,0.0,0.5,0.5
9.0,0.1219369,-0.3867435,1.469749,-0.6984091,339.0654,65.84915,347.7751,-0.40271,1.476484,-0.669097,339.0654,65.84915,347.7751,-0.3707769,1.463015,-0.7277212,339.0654,65.84915,347.7751,339.7164,66.90985,-9.102179e-07,339.0912,63.91744,9.139579e-07,0.5,0.5
10.0,0.1358861,-0.3908928,1.46796,-0.6956454,339.7807,65.79781,348.187,-0.4067542,1.474502,-0.6662326,339.7807,65.79781,348.187,-0.3750315,1.461419,-0.7250581,339.7807,65.79781,348.187,337.0742,68.26262,9.269968e-07,336.4979,65.45591,9.310044e-07,0.5,0.5
