#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.00731715 -0.2402083 1.481477 -0.5171089 341.5647 40.3578 3.583369 -0.2656692 1.479457 -0.494589 341.5647 40.3578 3.583369 -0.2147473 1.483496 -0.5396287 341.5647 40.3578 3.583369 355.3682 47.35906 0 355.5832 43.47793 -3.211188E-07 0.5 0.5
2 0.0169062 -0.2402373 1.481224 -0.5168899 341.8076 40.33523 3.469185 -0.2657296 1.479266 -0.4944001 341.8076 40.33523 3.469185 -0.2147451 1.483181 -0.5393798 341.8076 40.33523 3.469185 355.3876 47.34554 0 355.5946 43.46405 -1.070379E-07 0.5 0.5
3 0.02208845 -0.240293 1.480876 -0.5168774 342.0231 40.27296 3.406538 -0.2658235 1.478952 -0.4944282 342.0231 40.27296 3.406538 -0.2147625 1.482801 -0.5393267 342.0231 40.27296 3.406538 355.8911 47.2879 0 356.093 43.41405 -2.139406E-07 0.5 0.5
4 0.0317514 -0.2402625 1.480671 -0.5168394 342.3021 40.19858 3.379755 -0.2658321 1.478758 -0.4944336 342.3021 40.19858 3.379755 -0.214693 1.482583 -0.5392452 342.3021 40.19858 3.379755 356.1216 47.1978 1.069667E-07 356.3236 43.32504 1.069418E-07 0.5 0.5
5 0.03603065 -0.2403252 1.479947 -0.5166957 342.7131 40.10498 3.249661 -0.2659584 1.478104 -0.4943569 342.7131 40.10498 3.249661 -0.214692 1.48179 -0.5390346 342.7131 40.10498 3.249661 356.5127 47.78308 1.069197E-07 356.7211 43.69716 0 0.5 0.5
6 0.043687 -0.2404573 1.479384 -0.5168239 342.6328 40.14783 3.117283 -0.2660905 1.477617 -0.4944791 342.6328 40.14783 3.117283 -0.214824 1.481151 -0.5391688 342.6328 40.14783 3.117283 356.8758 47.65707 1.068806E-07 357.0748 43.57212 0 0.5 0.5
7 0.04899055 -0.240346 1.478904 -0.5166894 342.9857 39.99813 3.065469 -0.2660516 1.477162 -0.4944257 342.9857 39.99813 3.065469 -0.2146404 1.480645 -0.5389531 342.9857 39.99813 3.065469 356.9105 47.66726 -2.137541E-07 357.1055 43.58223 1.06858E-07 0.5 0.5
8 0.0567088 -0.2406131 1.479044 -0.5166286 342.8392 40.00956 3.102645 -0.2663063 1.477283 -0.4943522 342.8392 40.00956 3.102645 -0.2149199 1.480805 -0.5389051 342.8392 40.00956 3.102645 357.1869 47.48657 -1.068505E-07 357.3836 43.40262 -3.204992E-07 0.5 0.5
9 0.0626169 -0.2406169 1.479134 -0.5168344 343.0273 39.85271 3.277665 -0.2663509 1.477272 -0.4946132 343.0273 39.85271 3.277665 -0.214883 1.480996 -0.5390555 343.0273 39.85271 3.277665 358.9113 47.62897 1.06741E-07 359.1212 43.53377 5.336712E-08 0.5 0.5
10 0.0694124 -0.2407371 1.479015 -0.5165794 343.1277 39.76709 3.304372 -0.2665026 1.477137 -0.4943963 343.1277 39.76709 3.304373 -0.2149716 1.480893 -0.5387625 343.1277 39.76709 3.304373 359.0383 47.50055 2.668419E-08 359.2608 43.40617 0 0.5 0.5
