#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.01520175 -0.5428435 1.950523 1.397707 22.90522 135.473 0.3067881 -0.5184429 1.950354 1.421808 22.90522 135.473 0.3067881 -0.5672441 1.950692 1.373606 22.90522 135.473 0.3067881 0 0 0 0 0 0 0 0
2 0.0220488 -0.5418005 1.949966 1.395513 23.37705 135.7118 0.4522673 -0.5173252 1.949718 1.419538 23.37705 135.7118 0.4522673 -0.5662758 1.950215 1.371488 23.37705 135.7118 0.4522673 0 0 0 0 0 0 0 0
3 0.0383186 -0.5423408 1.948948 1.395938 23.45502 135.9369 0.248656 -0.5177372 1.948812 1.419832 23.45502 135.9369 0.248656 -0.5669444 1.949085 1.372044 23.45502 135.9369 0.248656 0 0 0 0 0 0 0 0
4 0.0583926 -0.542032 1.946988 1.392752 24.50185 136.571 0.5848233 -0.5172256 1.94667 1.416434 24.50185 136.571 0.5848233 -0.5668384 1.947307 1.36907 24.50185 136.571 0.5848233 0 0 0 0 0 0 0 0
5 0.07687945 -0.5413267 1.946446 1.390263 24.65783 137.0451 0.9360239 -0.5163876 1.945937 1.413801 24.65783 137.0451 0.9360239 -0.5662658 1.946956 1.366724 24.65783 137.0451 0.9360239 0 0 0 0 0 0 0 0
6 0.09584275 -0.5412692 1.945986 1.388832 24.79143 137.3769 0.8793373 -0.516185 1.945508 1.412216 24.79143 137.3769 0.8793373 -0.5663534 1.946463 1.365447 24.79143 137.3769 0.8793373 0 0 0 0 0 0 0 0
7 0.1098617 -0.5413966 1.946304 1.38706 24.81862 137.8998 1.114684 -0.5161416 1.945699 1.410257 24.81862 137.8998 1.114684 -0.5666515 1.94691 1.363863 24.81862 137.8998 1.114684 0 0 0 0 0 0 0 0
8 0.1246058 -0.5413549 1.947634 1.385219 24.13054 138.4197 1.587706 -0.5159674 1.946766 1.408263 24.13054 138.4197 1.587706 -0.5667424 1.948501 1.362175 24.13054 138.4197 1.587706 0 0 0 0 0 0 0 0
9 0.1408215 -0.5415159 1.949013 1.382941 23.39704 139.3195 1.859167 -0.5158082 1.947992 1.405621 23.39704 139.3195 1.859167 -0.5672235 1.950034 1.360262 23.39704 139.3195 1.859167 0 0 0 0 0 0 0 0
10 0.1552489 -0.5426694 1.94983 1.381562 22.87866 139.9973 2.283002 -0.5167596 1.948571 1.403999 22.87866 139.9973 2.283002 -0.5685791 1.951089 1.359126 22.87866 139.9973 2.283002 0 0 0 0 0 0 0 0
11 0.1685625 -0.5433491 1.950533 1.380816 22.55772 140.6415 2.574764 -0.5172325 1.949111 1.403001 22.55772 140.6415 2.574764 -0.5694658 1.951956 1.358631 22.55772 140.6415 2.574764 0 0 0 0 0 0 0 0
12 0.1833205 -0.5438911 1.951187 1.38032 22.25039 141.3116 2.44846 -0.5174915 1.949831 1.402172 22.25039 141.3116 2.44846 -0.5702907 1.952543 1.358468 22.25039 141.3116 2.44846 0 0 0 0 0 0 0 0
13 0.1974455 -0.5448029 1.951834 1.379686 21.8281 141.8518 2.576951 -0.5182126 1.950402 1.401301 21.8281 141.8518 2.576951 -0.5713933 1.953265 1.358072 21.8281 141.8518 2.576951 0 0 0 0 0 0 0 0
14 0.2008372 -0.545498 1.952665 1.379247 21.40146 142.3451 2.754637 -0.5187436 1.95113 1.400651 21.40146 142.3451 2.754637 -0.5722524 1.954199 1.357843 21.40146 142.3451 2.754637 0 0 0 0 0 0 0 0
