\#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
114 7.942495 0.2786911 1.960391 0.1767299 26.56678 191.0424 2.400747 0.3124467 1.959106 0.1707972 26.56678 191.0424 2.400747 0.2449354 1.961676 0.1826626 26.56678 191.0424 2.400747 0 0 0 0 0 0 0 0
115 8.02773 0.2776607 1.956283 0.1861073 27.60474 192.3842 1.861555 0.3112528 1.955296 0.1792598 27.60474 192.3842 1.861555 0.2440686 1.957271 0.1929547 27.60474 192.3842 1.861555 0 0 0 0 0 0 0 0
116 8.085787 0.2847263 1.953779 0.2163542 28.8168 197.2795 2.330916 0.3176481 1.952557 0.2068172 28.8168 197.2795 2.330916 0.2518045 1.955002 0.2258911 28.8168 197.2795 2.330916 0 0 0 0 0 0 0 0
117 8.158031 0.3034827 1.952874 0.2353035 28.65874 198.74 1.464601 0.336086 1.952105 0.2246864 28.65874 198.74 1.464601 0.2708794 1.953644 0.2459205 28.65874 198.74 1.464601 0 0 0 0 0 0 0 0
118 8.229522 0.3450652 1.95142 0.2640718 28.03695 198.1764 0.4496026 0.3776894 1.951183 0.2534936 28.03695 198.1764 0.4496026 0.3124411 1.951658 0.27465 28.03695 198.1764 0.4496026 0 0 0 0 0 0 0 0
119 8.289416 0.3899668 1.954715 0.2861944 30.18373 196.4393 357.0863 0.4225713 1.956223 0.2756602 30.18373 196.4393 357.0863 0.3573624 1.953208 0.2967286 30.18373 196.4393 357.0863 0 0 0 0 0 0 0 0
120 8.36207 0.422605 1.952087 0.3067925 28.0101 195.0833 357.0536 0.4554613 1.953643 0.29708 28.0101 195.0833 357.0536 0.3897487 1.95053 0.316505 28.0101 195.0833 357.0536 0 0 0 0 0 0 0 0
121 8.429214 0.4603836 1.949968 0.3333071 26.80768 195.5263 357.9622 0.493261 1.951057 0.3236023 26.80768 195.5263 357.9622 0.4275062 1.94888 0.3430119 26.80768 195.5263 357.9622 0 0 0 0 0 0 0 0
122 8.495499 0.4833343 1.952708 0.3527367 25.05245 198.1638 357.8528 0.5157298 1.953873 0.3415356 25.05245 198.1638 357.8528 0.4509388 1.951544 0.3639378 25.05245 198.1638 357.8528 0 0 0 0 0 0 0 0
123 8.5568 0.493416 1.951028 0.3636072 22.80298 198.2566 359.0963 0.525917 1.951526 0.3526651 22.80298 198.2566 359.0963 0.4609151 1.950529 0.3745493 22.80298 198.2566 359.0963 0 0 0 0 0 0 0 0
124 8.621225 0.5068693 1.954584 0.3762254 18.47039 195.0523 359.1776 0.5399457 1.955051 0.3671687 18.47039 195.0523 359.1776 0.4737929 1.954117 0.385282 18.47039 195.0523 359.1776 0 0 0 0 0 0 0 0
125 8.681782 0.5187526 1.966796 0.3836735 12.84934 191.4658 357.5555 0.55227 1.968222 0.3765432 12.84934 191.4658 357.5555 0.4852352 1.96537 0.3908038 12.84934 191.4658 357.5555 0 0 0 0 0 0 0 0
126 8.747501 0.5304032 1.971835 0.3881647 6.81761 190.8865 356.0357 0.5639493 1.974189 0.3814263 6.81761 190.8865 356.0357 0.4968571 1.969481 0.394903 6.81761 190.8865 356.0357 0 0 0 0 0 0 0 0
127 8.798517 0.5335326 1.974976 0.3997999 8.001993 190.9901 357.6943 0.5671368 1.976342 0.3930783 8.001993 190.9901 357.6943 0.4999284 1.973609 0.4065215 8.001993 190.9901 357.6943 0 0 0 0 0 0 0 0
128 8.859035 0.5343932 1.97382 0.4116545 8.610033 192.2195 357.2009 0.5678202 1.975476 0.4041588 8.610033 192.2195 357.2009 0.5009662 1.972164 0.4191501 8.610033 192.2195 357.2009 0 0 0 0 0 0 0 0
129 8.909213 0.5352561 1.977151 0.423985 9.013039 192.2146 357.8785 0.5687117 1.978405 0.4165392 9.013039 192.2146 357.8785 0.5018005 1.975897 0.4314308 9.013039 192.2146 357.8785 0 0 0 0 0 0 0 0
130 8.970571 0.5320058 1.981167 0.4428858 7.471811 191.8476 358.1136 0.5655239 1.982286 0.4357044 7.471811 191.8476 358.1136 0.4984877 1.980047 0.4500672 7.471811 191.8476 358.1136 0 0 0 0 0 0 0 0
131 9.018751 0.5236482 1.984382 0.4636648 5.581935 192.1304 357.9125 0.5571317 1.985625 0.4563437 5.581935 192.1304 357.9125 0.4901647 1.983139 0.4709859 5.581935 192.1304 357.9125 0 0 0 0 0 0 0 0
132 9.082692 0.5085845 1.988139 0.4857682 4.756278 193.3084 358.0103 0.5419177 1.989326 0.4777819 4.756278 193.3084 358.0103 0.4752513 1.986952 0.4937544 4.756278 193.3084 358.0103 0 0 0 0 0 0 0 0
133 9.133559 0.4887896 1.988492 0.5155921 5.481108 195.206 357.6255 0.5218219 1.989907 0.5064731 5.481108 195.206 357.6255 0.4557573 1.987078 0.5247111 5.481108 195.206 357.6255 0 0 0 0 0 0 0 0
134 9.181541 0.4772987 1.987441 0.5343958 6.241452 195.6841 357.7007 0.5102518 1.988809 0.5249876 6.241452 195.6841 357.7007 0.4443457 1.986073 0.543804 6.241452 195.6841 357.7007 0 0 0 0 0 0 0 0
135 9.230658 0.4663236 1.986472 0.5507863 3.729566 195.3279 358.6812 0.4993784 1.98726 0.5416729 3.729566 195.3279 358.6812 0.4332688 1.985685 0.5598996 3.729566 195.3279 358.6812 0 0 0 0 0 0 0 0
136 9.282824 0.4551566 1.985907 0.5706107 0.6055174 193.9643 359.2901 0.4884365 1.986331 0.5623305 0.6055175 193.9643 359.2901 0.4218767 1.985482 0.5788909 0.6055175 193.9643 359.2901 0 0 0 0 0 0 0 0
137 9.330426 0.4514745 1.998956 0.5819013 355.7966 192.448 358.9909 0.4849696 1.999559 0.5745528 355.7966 192.448 358.9909 0.4179793 1.998354 0.5892498 355.7966 192.448 358.9909 0 0 0 0 0 0 0 0
138 9.384845 0.4502755 2.016791 0.5986939 345.7969 190.4468 359.2986 0.4840202 2.017198 0.5925768 345.7969 190.4468 359.2986 0.4165308 2.016384 0.604811 345.7969 190.4468 359.2986 0 0 0 0 0 0 0 0
139 9.442031 0.4553322 2.025923 0.611748 339.2201 188.0699 358.6178 0.4893211 2.026697 0.6072253 339.2201 188.0699 358.6178 0.4213434 2.02515 0.6162707 339.2201 188.0699 358.6178 0 0 0 0 0 0 0 0
140 9.514521 0.4631275 2.027455 0.6141337 340.7589 189.5177 357.6999 0.4970002 2.028755 0.6089146 340.7589 189.5177 357.6999 0.4292548 2.026156 0.6193529 340.7589 189.5177 357.6999 0 0 0 0 0 0 0 0
141 9.563047 0.4728229 2.03195 0.6131619 340.6363 195.4251 358.2084 0.505963 2.032962 0.6043868 340.6363 195.4251 358.2084 0.4396828 2.030939 0.621937 340.6363 195.4251 358.2084 0 0 0 0 0 0 0 0
142 9.630905 0.4770383 2.032497 0.6118675 337.797 200.4326 356.6331 0.5093878 2.034362 0.6006282 337.797 200.4326 356.6331 0.4446888 2.030632 0.6231069 337.797 200.4326 356.6331 0 0 0 0 0 0 0 0
143 9.68722 0.4928882 2.044393 0.6133719 326.0125 201.7256 356.033 0.5251637 2.04636 0.601939 326.0125 201.7256 356.033 0.4606127 2.042425 0.6248048 326.0125 201.7256 356.033 0 0 0 0 0 0 0 0
144 9.755071 0.5010487 2.040766 0.6133466 328.7919 197.8854 358.0163 0.5338576 2.041782 0.6034052 328.7919 197.8854 358.0163 0.4682397 2.039751 0.623288 328.7919 197.8854 358.0163 0 0 0 0 0 0 0 0
145 9.820446 0.5133014 2.038691 0.6139575 333.1539 193.2756 358.4531 0.5467659 2.039517 0.6064914 333.1539 193.2756 358.4531 0.479837 2.037865 0.6214235 333.1539 193.2756 358.4531 0 0 0 0 0 0 0 0
146 9.889981 0.5272384 2.039515 0.6174654 336.6463 185.2328 357.4946 0.5614141 2.040892 0.6149323 336.6463 185.2328 357.4946 0.4930626 2.038139 0.6199986 336.6463 185.2328 357.4946 0 0 0 0 0 0 0 0
147 9.952599 0.5457242 2.032566 0.6199073 339.9333 173.177 356.8579 0.5796505 2.034331 0.6246162 339.9333 173.177 356.8579 0.5117978 2.0308 0.6151983 339.9333 173.177 356.8579 0 0 0 0 0 0 0 0
148 10.02493 0.5653328 2.034237 0.6271191 342.4062 160.8306 358.1583 0.597602 2.035288 0.6386899 342.4062 160.8306 358.1583 0.5330635 2.033186 0.6155484 342.4062 160.8306 358.1583 0 0 0 0 0 0 0 0
149 10.09174 0.5788942 2.033319 0.639002 340.7236 151.2285 358.8878 0.6088457 2.033947 0.6556994 340.7236 151.2285 358.8878 0.5489427 2.032691 0.6223047 340.7236 151.2285 358.8878 0 0 0 0 0 0 0 0
150 10.15327 0.5880561 2.02533 0.64599 346.4813 145.8262 359.0492 0.6163527 2.025883 0.6653623 346.4813 145.8262 359.0492 0.5597595 2.024776 0.6266177 346.4813 145.8262 359.0492 0 0 0 0 0 0 0 0
151 10.22195 0.59138 2.019425 0.6440777 352.4913 144.5207 358.8604 0.6192517 2.020101 0.6640527 352.4913 144.5207 358.8604 0.5635083 2.018749 0.6241028 352.4913 144.5207 358.8604 0 0 0 0 0 0 0 0
152 10.284 0.5901416 2.013046 0.6337391 358.1409 146.5904 358.19 0.6187376 2.014129 0.6526437 358.1409 146.5904 358.19 0.5615456 2.011964 0.6148344 358.1409 146.5904 358.19 0 0 0 0 0 0 0 0
153 10.3502 0.5850943 2.005999 0.6208661 1.599311 150.9567 356.9984 0.6150619 2.007794 0.6374497 1.599311 150.9567 356.9984 0.5551268 2.004204 0.6042826 1.599311 150.9567 356.9984 0 0 0 0 0 0 0 0
154 10.40604 0.5747381 2.004702 0.59632 6.068177 159.0503 359.053 0.606785 2.005266 0.6085252 6.068177 159.0503 359.053 0.5426912 2.004138 0.5841147 6.068177 159.0503 359.053 0 0 0 0 0 0 0 0
155 10.4775 0.5668986 1.994503 0.5861102 11.42127 162.099 0.03275021 0.5995342 1.994484 0.596656 11.42127 162.099 0.03275021 0.5342631 1.994522 0.5755645 11.42127 162.099 0.03275021 0 0 0 0 0 0 0 0
156 10.54632 0.5541774 1.982576 0.5711721 17.75609 167.0045 359.9117 0.5875996 1.982626 0.578869 17.75609 167.0045 359.9117 0.5207552 1.982525 0.5634753 17.75609 167.0045 359.9117 0 0 0 0 0 0 0 0
157 10.6195 0.5436074 1.978107 0.5603644 19.67688 170.9167 359.5368 0.5774881 1.978368 0.5656866 19.67688 170.9167 359.5368 0.5097268 1.977846 0.5550423 19.67688 170.9167 359.5368 0 0 0 0 0 0 0 0
158 10.68668 0.5287199 1.975587 0.5489676 21.0126 176.942 359.4176 0.562973 1.975913 0.5506724 21.0126 176.942 359.4176 0.4944668 1.975262 0.5472628 21.0126 176.942 359.4176 0 0 0 0 0 0 0 0
159 10.77364 0.5112292 1.972207 0.5425484 22.53165 185.3021 0.09727383 0.5453815 1.972153 0.5394013 22.53165 185.3021 0.09727383 0.4770768 1.972261 0.5456954 22.53165 185.3021 0.09727383 0 0 0 0 0 0 0 0
160 10.83765 0.500907 1.969156 0.5416867 23.32492 189.8878 0.1895337 0.5347022 1.969052 0.5358415 23.32492 189.8878 0.1895337 0.4671118 1.96926 0.5475319 23.32492 189.8878 0.1895337 0 0 0 0 0 0 0 0
161 10.92224 0.502813 1.966148 0.545256 24.38342 190.6245 358.8207 0.5364613 1.966791 0.5386475 24.38342 190.6245 358.8207 0.4691648 1.965505 0.5518644 24.38342 190.6245 358.8207 0 0 0 0 0 0 0 0
162 10.98869 0.5011114 1.968808 0.5492868 23.93594 193.8877 359.1681 0.5343539 1.969263 0.5408596 23.93594 193.8877 359.1681 0.4678689 1.968353 0.5577141 23.93594 193.8877 359.1681 0 0 0 0 0 0 0 0
163 11.06707 0.4857399 1.972582 0.5539378 23.5254 199.4867 359.9514 0.5180685 1.972609 0.5424857 23.5254 199.4867 359.9514 0.4534113 1.972555 0.5653899 23.5254 199.4867 359.9514 0 0 0 0 0 0 0 0
164 11.13031 0.4552783 1.974202 0.5667139 21.66795 211.2769 0.5348417 0.484651 1.973905 0.5490096 21.66795 211.2769 0.5348417 0.4259055 1.9745 0.5844183 21.66795 211.2769 0.5348417 0 0 0 0 0 0 0 0
165 11.19701 0.4283073 1.970113 0.5794045 22.84959 221.6541 3.671674 0.4544474 1.968089 0.5572935 22.84959 221.6541 3.671674 0.4021673 1.972137 0.6015154 22.84959 221.6541 3.671674 0 0 0 0 0 0 0 0
166 11.2379 0.4173072 1.954729 0.58249 24.32124 224.9513 5.261706 0.4423925 1.951863 0.5592777 24.32125 224.9513 5.261706 0.392222 1.957595 0.6057022 24.32125 224.9513 5.261706 0 0 0 0 0 0 0 0
167 11.28774 0.4223475 1.956406 0.5683447 26.35835 221.9252 1.895213 0.4481877 1.95539 0.545816 26.35835 221.9252 1.895213 0.3965074 1.957422 0.5908734 26.35835 221.9252 1.895213 0 0 0 0 0 0 0 0
168 11.32781 0.4301959 1.961491 0.5576622 26.6343 221.9126 1.210926 0.4559299 1.960843 0.5349988 26.6343 221.9126 1.210926 0.4044618 1.962139 0.5803257 26.6343 221.9126 1.210926 0 0 0 0 0 0 0 0
169 11.385 0.4387515 1.962168 0.536955 24.50376 222.8721 2.416673 0.4642727 1.960852 0.5140808 24.50376 222.8721 2.416673 0.4132303 1.963484 0.5598292 24.50376 222.8721 2.416673 0 0 0 0 0 0 0 0
170 11.42317 0.4521585 1.958786 0.5071103 25.08866 224.4984 1.563281 0.4768906 1.957939 0.4833638 25.08866 224.4984 1.563281 0.4274265 1.959634 0.5308568 25.08866 224.4984 1.563281 0 0 0 0 0 0 0 0
171 11.48952 0.4696214 1.961653 0.4801059 25.77748 226.0616 359.3158 0.4932896 1.962022 0.4552872 25.77748 226.0616 359.3158 0.4459531 1.961284 0.5049246 25.77748 226.0616 359.3158 0 0 0 0 0 0 0 0
172 11.52577 0.4921363 1.96021 0.4481262 24.56363 226.7306 358.4416 0.5153536 1.961059 0.4228966 24.56363 226.7306 358.4416 0.4689191 1.959362 0.4733558 24.56363 226.7306 358.4416 0 0 0 0 0 0 0 0
173 11.58978 0.5114719 1.958864 0.4274284 26.15409 225.9648 357.4322 0.5348009 1.960243 0.4023257 26.15409 225.9648 357.4322 0.4881429 1.957485 0.4525311 26.15409 225.9648 357.4322 0 0 0 0 0 0 0 0
174 11.62798 0.5230139 1.961247 0.4114921 27.12955 226.4592 356.6304 0.545933 1.963041 0.3860405 27.12955 226.4592 356.6304 0.5000949 1.959453 0.4369438 27.12955 226.4592 356.6304 0 0 0 0 0 0 0 0
175 11.69975 0.5265379 1.959589 0.4081998 27.37728 228.0776 356.887 0.5487815 1.961243 0.3821464 27.37728 228.0776 356.887 0.5042943 1.957935 0.4342531 27.37728 228.0776 356.887 0 0 0 0 0 0 0 0
176 11.73415 0.5304031 1.957648 0.404046 27.88931 230.2897 357.7784 0.5518208 1.958823 0.3772843 27.88931 230.2897 357.7784 0.5089853 1.956473 0.4308078 27.88931 230.2897 357.7784 0 0 0 0 0 0 0 0
177 11.81963 0.5273955 1.956458 0.4063554 29.08629 231.9692 359.1342 0.5483245 1.956911 0.3791881 29.08629 231.9692 359.1342 0.5064664 1.956005 0.4335226 29.08629 231.9692 359.1342 0 0 0 0 0 0 0 0
178 11.85454 0.5231138 1.954501 0.4116012 31.18915 234.3168 0.1485663 0.5431567 1.954425 0.3837703 31.18915 234.3168 0.1485663 0.5030708 1.954577 0.4394322 31.18915 234.3168 0.1485663 0 0 0 0 0 0 0 0
179 11.93174 0.5190663 1.948151 0.4191395 32.48595 236.2644 0.9922985 0.538376 1.94765 0.3907992 32.48595 236.2644 0.9922985 0.4997566 1.948652 0.4474799 32.48595 236.2644 0.9922985 0 0 0 0 0 0 0 0
180 11.97069 0.5128536 1.943376 0.4296282 34.03448 239.2282 1.888073 0.5309345 1.94244 0.4004993 34.03448 239.2282 1.888073 0.4947726 1.944312 0.4587571 34.03448 239.2282 1.888073 0 0 0 0 0 0 0 0
181 12.04717 0.5108159 1.939498 0.4340179 35.46562 239.9382 1.295033 0.5283813 1.938867 0.4045671 35.46562 239.9382 1.295033 0.4932504 1.94013 0.4634687 35.46562 239.9382 1.295033 0 0 0 0 0 0 0 0
182 12.09093 0.5034192 1.93164 0.4440606 38.13107 242.0525 1.778908 0.520066 1.930802 0.4140861 38.13107 242.0525 1.778908 0.4867725 1.932477 0.4740352 38.13107 242.0525 1.778908 0 0 0 0 0 0 0 0
183 12.16842 0.4997547 1.932747 0.445935 36.63108 242.8783 2.224251 0.5160852 1.931679 0.4157943 36.63108 242.8783 2.224251 0.4834242 1.933815 0.4760757 36.63108 242.8783 2.224251 0 0 0 0 0 0 0 0
184 12.203 0.4935685 1.932775 0.447307 36.68102 243.2054 2.034952 0.5096691 1.931798 0.4170398 36.68102 243.2054 2.034952 0.477468 1.933751 0.4775743 36.68102 243.2054 2.034952 0 0 0 0 0 0 0 0
185 12.27813 0.4872777 1.934636 0.4458174 35.10339 242.6026 1.74258 0.503585 1.933782 0.4156573 35.10339 242.6026 1.74258 0.4709704 1.935489 0.4759776 35.10339 242.6026 1.74258 0 0 0 0 0 0 0 0
186 12.3137 0.479217 1.938956 0.441774 31.09753 241.6703 1.132085 0.4957974 1.938376 0.4117565 31.09753 241.6703 1.132085 0.4626366 1.939537 0.4717914 31.09753 241.6703 1.132085 0 0 0 0 0 0 0 0
187 12.37816 0.4777212 1.942971 0.4402139 28.39221 239.9336 1.008273 0.4951499 1.94244 0.41068 28.39221 239.9336 1.008273 0.4602925 1.943502 0.4697478 28.39221 239.9336 1.008273 0 0 0 0 0 0 0 0
188 12.42736 0.4723738 1.950828 0.4400855 25.31192 240.1446 1.601086 0.489796 1.949962 0.4105557 25.31192 240.1446 1.601087 0.4549516 1.951694 0.4696153 25.31192 240.1446 1.601087 0 0 0 0 0 0 0 0
189 12.48051 0.4754074 1.947464 0.4422949 23.86917 241.4218 1.131694 0.4920512 1.946844 0.4123134 23.86917 241.4218 1.131694 0.4587636 1.948083 0.4722764 23.86917 241.4218 1.131694 0 0 0 0 0 0 0 0
190 12.52832 0.4766165 1.947464 0.4432082 26.19974 240.4929 359.6256 0.4934224 1.947665 0.4133115 26.19974 240.4929 359.6256 0.4598106 1.947262 0.4731049 26.19974 240.4929 359.6256 0 0 0 0 0 0 0 0
191 12.59319 0.4796325 1.950063 0.4408869 25.51258 239.7081 359.9401 0.4969188 1.950095 0.4112647 25.51258 239.7081 359.9401 0.4623462 1.95003 0.4705091 25.51258 239.7081 359.9401 0 0 0 0 0 0 0 0
192 12.62686 0.48586 1.954227 0.4342592 24.1039 235.3731 1.003634 0.5055476 1.953679 0.4061809 24.1039 235.3731 1.003634 0.4661725 1.954776 0.4623375 24.1039 235.3731 1.003634 0 0 0 0 0 0 0 0
193 12.69433 0.4891376 1.960907 0.4294142 21.58693 231.5312 359.8981 0.5104558 1.960963 0.4025475 21.58693 231.5312 359.8981 0.4678193 1.96085 0.456281 21.58693 231.5312 359.8981 0 0 0 0 0 0 0 0
194 12.73224 0.495538 1.970335 0.425808 18.75612 227.7836 359.3922 0.5184954 1.97068 0.40033 18.75612 227.7836 359.3922 0.4725806 1.96999 0.451286 18.75612 227.7836 359.3922 0 0 0 0 0 0 0 0
195 12.79928 0.4973432 1.973212 0.4260547 17.67925 227.509 358.7202 0.5203327 1.973942 0.4006137 17.67925 227.509 358.7202 0.4743537 1.972482 0.4514956 17.67925 227.509 358.7202 0 0 0 0 0 0 0 0
196 12.85005 0.5001729 1.975409 0.4245096 16.68926 225.5431 359.5505 0.5241377 1.975667 0.3999757 16.68926 225.5431 359.5505 0.476208 1.975152 0.4490435 16.68926 225.5431 359.5505 0 0 0 0 0 0 0 0
197 12.91773 0.5008962 1.975053 0.4230277 16.51849 224.4677 358.8574 0.5252311 1.975709 0.3988684 16.51849 224.4677 358.8574 0.4765613 1.974397 0.4471871 16.51849 224.4677 358.8574 0 0 0 0 0 0 0 0
198 12.96585 0.5018226 1.973115 0.4203138 17.25468 223.898 358.7525 0.5263768 1.973828 0.3963791 17.25468 223.898 358.7525 0.4772684 1.972402 0.4442486 17.25468 223.898 358.7525 0 0 0 0 0 0 0 0
199 13.03876 0.5026186 1.970433 0.4161235 17.69711 222.8389 358.5256 0.5275768 1.971274 0.3926146 17.69711 222.8389 358.5256 0.4776603 1.969592 0.4396324 17.69711 222.8389 358.5256 0 0 0 0 0 0 0 0
200 13.0977 0.5011277 1.970414 0.4125694 17.50623 223.4475 358.9274 0.5258904 1.971027 0.3888476 17.50623 223.4475 358.9274 0.476365 1.969802 0.4362913 17.50623 223.4475 358.9274 0 0 0 0 0 0 0 0
201 13.17015 0.4965946 1.970094 0.4144439 17.53118 226.2331 358.9215 0.5201742 1.97071 0.3895459 17.53118 226.2331 358.9215 0.473015 1.969479 0.439342 17.53118 226.2331 358.9215 0 0 0 0 0 0 0 0
202 13.23834 0.4924206 1.968775 0.4143256 18.1605 228.6482 359.6435 0.5150297 1.968978 0.3885364 18.1605 228.6482 359.6435 0.4698116 1.968572 0.4401147 18.1605 228.6482 359.6435 0 0 0 0 0 0 0 0
203 13.30548 0.4897994 1.966251 0.4134093 19.45949 229.4288 0.02665062 0.51211 1.966236 0.3873608 19.45949 229.4288 0.02665062 0.4674888 1.966266 0.4394579 19.45949 229.4288 0.02665062 0 0 0 0 0 0 0 0
204 13.3657 0.4873241 1.964728 0.4116528 20.5555 230.2355 0.4188225 0.5093287 1.964493 0.3853463 20.5555 230.2355 0.4188225 0.4653195 1.964962 0.4379593 20.5555 230.2355 0.4188225 0 0 0 0 0 0 0 0
205 13.43441 0.4878678 1.963042 0.4111762 21.15941 229.9189 0.9769257 0.510109 1.962496 0.385074 21.15941 229.9189 0.9769257 0.4656266 1.963587 0.4372784 21.15941 229.9189 0.9769257 0 0 0 0 0 0 0 0
206 13.49797 0.487806 1.963491 0.4114555 20.98586 229.2804 0.3757187 0.5102405 1.963281 0.3855145 20.98586 229.2804 0.3757187 0.4653714 1.963701 0.4373966 20.98586 229.2804 0.3757187 0 0 0 0 0 0 0 0
207 13.56533 0.4862907 1.967502 0.4116987 19.14552 229.6757 1.500072 0.5087017 1.966654 0.3857503 19.14552 229.6757 1.500072 0.4638797 1.96835 0.437647 19.14552 229.6757 1.500072 0 0 0 0 0 0 0 0
208 13.62941 0.4811323 1.971264 0.409648 17.84628 229.4271 2.672641 0.5037876 1.969741 0.3839437 17.84628 229.4271 2.672641 0.4584769 1.972786 0.4353523 17.84628 229.4271 2.672641 0 0 0 0 0 0 0 0
209 13.70881 0.4725718 1.972799 0.4062679 17.67212 229.1338 2.340713 0.4953151 1.971464 0.3806309 17.67212 229.1338 2.340713 0.4498286 1.974134 0.4319048 17.67212 229.1338 2.340713 0 0 0 0 0 0 0 0
210 13.76084 0.4632182 1.972076 0.4023013 18.75469 228.9963 1.413248 0.4859192 1.971275 0.3766047 18.75469 228.9963 1.413248 0.4405172 1.972877 0.4279979 18.75469 228.9963 1.413248 0 0 0 0 0 0 0 0
211 13.8454 0.4604948 1.969397 0.4023488 19.18846 228.9617 0.05848773 0.4830218 1.969364 0.3764871 19.18847 228.9617 0.05848774 0.4379679 1.96943 0.4282105 19.18847 228.9617 0.05848774 0 0 0 0 0 0 0 0
212 13.90848 0.4570913 1.967063 0.4034645 20.0186 230.1113 359.4914 0.4790052 1.967349 0.3770828 20.0186 230.1113 359.4914 0.4351775 1.966777 0.4298462 20.0186 230.1113 359.4914 0 0 0 0 0 0 0 0
213 13.98268 0.456388 1.965629 0.4045353 20.36494 231.2122 0.3154432 0.4779239 1.965452 0.3778433 20.36494 231.2122 0.3154432 0.4348521 1.965806 0.4312274 20.36494 231.2122 0.3154432 0 0 0 0 0 0 0 0
214 14.04597 0.4608324 1.964728 0.4051407 21.00504 229.4477 0.06927142 0.4831417 1.964689 0.379091 21.00504 229.4477 0.06927142 0.4385232 1.964767 0.4311904 21.00504 229.4477 0.06927142 0 0 0 0 0 0 0 0
215 14.13288 0.4659656 1.964497 0.4060048 21.0533 227.081 359.3749 0.4892208 1.964846 0.3807984 21.0533 227.081 359.3749 0.4427104 1.964148 0.4312112 21.0533 227.081 359.3749 0 0 0 0 0 0 0 0
216 14.17957 0.4698573 1.9626 0.4073915 21.52305 226.2478 359.4203 0.493482 1.962923 0.3825307 21.52305 226.2478 359.4203 0.4462326 1.962277 0.4322523 21.52305 226.2478 359.4203 0 0 0 0 0 0 0 0
217 14.27909 0.4733036 1.962058 0.4099711 22.21457 227.0334 0.4838223 0.4967588 1.96179 0.3849497 22.21457 227.0334 0.4838223 0.4498484 1.962326 0.4349926 22.21457 227.0334 0.4838223 0 0 0 0 0 0 0 0
218 14.3133 0.4786452 1.961906 0.412314 22.20506 227.0093 0.806803 0.5021629 1.961459 0.3873539 22.20506 227.0093 0.806803 0.4551275 1.962353 0.4372742 22.20506 227.0093 0.806803 0 0 0 0 0 0 0 0
219 14.40266 0.4797066 1.961516 0.411773 22.20133 225.7009 0.3388679 0.5037143 1.961328 0.3872804 22.20133 225.7009 0.3388679 0.4556989 1.961703 0.4362656 22.20133 225.7009 0.3388679 0 0 0 0 0 0 0 0
220 14.44567 0.4848124 1.960188 0.4120888 22.40952 223.745 0.02623891 0.5095937 1.960173 0.3883784 22.40952 223.745 0.02623891 0.4600312 1.960203 0.4357992 22.40952 223.745 0.02623891 0 0 0 0 0 0 0 0
221 14.54121 0.4858041 1.958543 0.4124031 23.10377 223.3166 0.1842429 0.5107873 1.958442 0.3889059 23.10377 223.3166 0.1842429 0.4608209 1.958645 0.4359003 23.10377 223.3166 0.1842429 0 0 0 0 0 0 0 0
222 14.57351 0.4914153 1.947049 0.4140242 28.16971 221.7802 0.001751027 0.5169912 1.947048 0.3911733 28.16971 221.7802 0.001751027 0.4658395 1.94705 0.4368751 28.16971 221.7802 0.001751027 0 0 0 0 0 0 0 0
223 14.68487 0.4929734 1.947042 0.41419 28.23293 221.48 359.9893 0.5186663 1.947048 0.3914707 28.23293 221.48 359.9893 0.4672804 1.947037 0.4369093 28.23293 221.48 359.9893 0 0 0 0 0 0 0 0
224 14.73398 0.4965937 1.945629 0.4141904 28.40987 220.8601 359.6291 0.5224632 1.945824 0.3916733 28.40987 220.8601 359.6291 0.4707241 1.945434 0.4367074 28.40987 220.8601 359.6291 0 0 0 0 0 0 0 0
225 14.85418 0.4970348 1.945444 0.4151534 28.29324 221.8463 359.8929 0.5225637 1.9455 0.39225 28.29324 221.8463 359.8929 0.4715059 1.945387 0.4380567 28.29324 221.8463 359.8929 0 0 0 0 0 0 0 0
226 14.90154 0.4984743 1.945303 0.4160044 28.11773 223.1292 0.10842 0.5235257 1.945246 0.3925797 28.11773 223.1292 0.10842 0.4734229 1.945361 0.4394291 28.11773 223.1292 0.10842 0 0 0 0 0 0 0 0
227 15.00497 0.4999069 1.945124 0.4155216 28.00582 223.0381 0.511391 0.5250717 1.944854 0.3922204 28.00582 223.0381 0.511391 0.4747421 1.945394 0.4388229 28.00582 223.0381 0.511391 0 0 0 0 0 0 0 0
228 15.05257 0.5007474 1.945191 0.4154785 27.84084 223.9283 0.9896638 0.5256367 1.944667 0.3918874 27.84084 223.9283 0.9896638 0.4758581 1.945715 0.4390695 27.84084 223.9283 0.9896638 0 0 0 0 0 0 0 0
229 15.14668 0.5013481 1.944401 0.4136492 28.0687 223.9864 0.2949136 0.5260823 1.944245 0.3898904 28.0687 223.9864 0.2949136 0.4766138 1.944557 0.4374081 28.0687 223.9864 0.2949136 0 0 0 0 0 0 0 0
