\#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
230 15.20006 0.5040742 1.944637 0.4117966 28.44871 222.9931 359.9809 0.5291566 1.944647 0.3884051 28.44871 222.9931 359.9809 0.4789918 1.944627 0.4351881 28.44871 222.9931 359.9809 0 0 0 0 0 0 0 0
231 15.28489 0.5039089 1.944443 0.4127321 28.55508 223.4297 0.2888003 0.5288725 1.944291 0.3892144 28.55508 223.4297 0.2888003 0.4789452 1.944595 0.4362498 28.55508 223.4297 0.2888003 0 0 0 0 0 0 0 0
232 15.35341 0.5018243 1.944679 0.4144672 28.75784 224.798 1.672617 0.5264904 1.943802 0.3906532 28.75784 224.798 1.672617 0.4771582 1.945557 0.4382812 28.75784 224.798 1.672617 0 0 0 0 0 0 0 0
233 15.42992 0.4969442 1.946214 0.4162907 27.99294 226.7479 3.608705 0.5211363 1.944308 0.3920543 27.99294 226.7479 3.608705 0.4727522 1.94812 0.4405271 27.99294 226.7479 3.608705 0 0 0 0 0 0 0 0
234 15.47883 0.495319 1.948542 0.4117755 28.23387 224.4126 1.742936 0.5201521 1.947623 0.3881374 28.23387 224.4126 1.742936 0.4704859 1.949462 0.4354137 28.23387 224.4126 1.742936 0 0 0 0 0 0 0 0
235 15.54353 0.4936458 1.95275 0.4065203 26.97492 224.5408 2.748665 0.5185862 1.951285 0.3830232 26.97492 224.5408 2.748665 0.4687053 1.954216 0.4300175 26.97492 224.5408 2.748665 0 0 0 0 0 0 0 0
236 15.59122 0.4943941 1.952763 0.4021451 26.68472 221.984 2.465003 0.5203077 1.951445 0.3797166 26.68472 221.984 2.465003 0.4684805 1.954081 0.4245736 26.68472 221.984 2.465003 0 0 0 0 0 0 0 0
237 15.65571 0.4961937 1.946837 0.4000143 29.19036 219.5787 0.9044102 0.5227931 1.946364 0.3783686 29.19036 219.5787 0.9044102 0.4695942 1.947309 0.42166 29.19036 219.5787 0.9044102 0 0 0 0 0 0 0 0
238 15.70287 0.4963008 1.94469 0.4003415 30.01837 219.2588 0.9800891 0.5230387 1.944183 0.3788679 30.01837 219.2588 0.9800891 0.4695629 1.945198 0.4218151 30.01837 219.2588 0.9800891 0 0 0 0 0 0 0 0
239 15.76857 0.4983982 1.94527 0.3999813 29.72165 217.9864 0.7201714 0.5255591 1.944896 0.3790424 29.72165 217.9864 0.7201714 0.4712374 1.945644 0.4209202 29.72165 217.9864 0.7201714 0 0 0 0 0 0 0 0
240 15.80392 0.5033282 1.943171 0.3978575 31.11213 214.552 357.9053 0.5311894 1.944245 0.3778853 31.11213 214.552 357.9053 0.475467 1.942098 0.4178297 31.11213 214.552 357.9053 0 0 0 0 0 0 0 0
241 15.86526 0.5047919 1.943244 0.3970456 31.71503 211.2298 355.6449 0.5333247 1.945459 0.3781441 31.71503 211.2298 355.6449 0.4762592 1.941028 0.4159471 31.71503 211.2298 355.6449 0 0 0 0 0 0 0 0
242 15.92008 0.5024372 1.943154 0.3974231 31.9707 213.646 357.3748 0.530498 1.944486 0.377748 31.9707 213.646 357.3748 0.4743765 1.941821 0.4170982 31.9707 213.646 357.3748 0 0 0 0 0 0 0 0
243 15.97726 0.5008045 1.942395 0.3967556 32.12703 215.3414 358.0093 0.5283979 1.943404 0.3764117 32.12703 215.3414 358.0093 0.473211 1.941386 0.4170995 32.12703 215.3414 358.0093 0 0 0 0 0 0 0 0
244 16.04357 0.5042633 1.941561 0.3955841 32.598 213.5949 356.5698 0.5321688 1.943289 0.3757201 32.598 213.5949 356.5698 0.4763577 1.939832 0.4154482 32.598 213.5949 356.5698 0 0 0 0 0 0 0 0
245 16.08921 0.5028726 1.943278 0.3946243 30.9863 214.1056 358.3606 0.5309759 1.944119 0.3749828 30.9863 214.1056 358.3606 0.4747693 1.942437 0.4142658 30.9863 214.1056 358.3606 0 0 0 0 0 0 0 0
246 16.15856 0.5006633 1.945984 0.3943436 29.73989 217.6614 0.2174286 0.5278533 1.945871 0.3734396 29.73989 217.6614 0.2174286 0.4734733 1.946097 0.4152477 29.73989 217.6614 0.2174286 0 0 0 0 0 0 0 0
247 16.20445 0.4981407 1.946167 0.3919758 29.60435 217.8941 0.3480328 0.5252689 1.945986 0.370992 29.60435 217.8941 0.3480328 0.4710125 1.946349 0.4129595 29.60435 217.8941 0.3480328 0 0 0 0 0 0 0 0
248 16.27113 0.4984344 1.943645 0.3921008 30.98232 217.9243 0.3633525 0.525557 1.943459 0.3711098 30.98232 217.9243 0.3633525 0.4713117 1.943832 0.4130917 30.98232 217.9243 0.3633525 0 0 0 0 0 0 0 0
249 16.32008 0.5009431 1.944803 0.3938098 30.31455 217.3615 0.07628771 0.5282171 1.944764 0.3730153 30.31455 217.3615 0.07628771 0.473669 1.944843 0.4146044 30.31455 217.3615 0.07628771 0 0 0 0 0 0 0 0
250 16.39181 0.4992972 1.94921 0.3944443 28.82376 218.0166 359.8506 0.526291 1.949289 0.3732872 28.82376 218.0166 359.8506 0.4723035 1.949132 0.4156015 28.82376 218.0166 359.8506 0 0 0 0 0 0 0 0
251 16.44603 0.498154 1.950796 0.3939158 27.91183 218.759 0.4618898 0.5249786 1.950552 0.3725459 27.91183 218.759 0.4618898 0.4713294 1.951041 0.4152857 27.91183 218.759 0.4618898 0 0 0 0 0 0 0 0
252 16.50683 0.4986686 1.953218 0.389827 26.76682 217.0885 0.2834835 0.5260733 1.953066 0.3692054 26.76682 217.0885 0.2834835 0.4712639 1.953369 0.4104486 26.76682 217.0885 0.2834835 0 0 0 0 0 0 0 0
253 16.55725 0.4996613 1.954861 0.3874755 25.69514 214.7386 359.213 0.5277262 1.955286 0.3677659 25.69514 214.7386 359.213 0.4715963 1.954437 0.4071851 25.69514 214.7386 359.213 0 0 0 0 0 0 0 0
254 16.62151 0.5001559 1.95427 0.3873863 26.51891 213.7785 358.7595 0.5284724 1.954934 0.3680466 26.51891 213.7785 358.7595 0.4718393 1.953606 0.406726 26.51891 213.7785 358.7595 0 0 0 0 0 0 0 0
255 16.66963 0.5004786 1.952683 0.3887844 27.0557 213.7736 359.0351 0.5288377 1.953197 0.3695026 27.0557 213.7736 359.0351 0.4721196 1.952169 0.4080662 27.0557 213.7736 359.0351 0 0 0 0 0 0 0 0
256 16.73539 0.5072027 1.952803 0.4846411 26.77474 213.4016 358.9245 0.5356704 1.953378 0.4655216 26.77474 213.4016 358.9245 0.4787351 1.952228 0.5037605 26.77474 213.4016 358.9245 0 0 0 0 0 0 0 0
257 16.77253 0.5253155 1.953233 0.7324271 26.45072 212.5106 358.8176 0.5540624 1.953866 0.713732 26.45072 212.5106 358.8176 0.4965687 1.952599 0.7511222 26.45072 212.5106 358.8176 0 0 0 0 0 0 0 0
258 16.83994 0.5368581 1.953083 0.8918916 26.40031 211.6358 358.6272 0.5658586 1.953819 0.8735963 26.40031 211.6358 358.6272 0.5078576 1.952347 0.910187 26.40031 211.6358 358.6272 0 0 0 0 0 0 0 0
259 16.89428 0.5609402 1.952843 1.207186 26.40109 210.7184 358.1979 0.5901654 1.953809 1.189263 26.40109 210.7184 358.1979 0.5317149 1.951877 1.22511 26.40109 210.7184 358.1979 0 0 0 0 0 0 0 0
260 16.95641 0.5763441 1.954198 1.392721 25.79497 210.5181 358.2615 0.6056465 1.955135 1.374922 25.79497 210.5181 358.2615 0.5470418 1.953261 1.410519 25.79497 210.5181 358.2615 0 0 0 0 0 0 0 0
261 17.00716 0.5789924 1.955571 1.404465 25.27115 210.5173 358.4001 0.6083194 1.956437 1.386704 25.27115 210.5173 358.4001 0.5496653 1.954705 1.422227 25.27115 210.5173 358.4001 0 0 0 0 0 0 0 0
262 17.07992 0.5799022 1.959166 1.405693 23.90965 210.2777 358.0865 0.6092704 1.960213 1.388009 23.90965 210.2777 358.0865 0.5505341 1.958119 1.423376 23.90965 210.2777 358.0865 0 0 0 0 0 0 0 0
263 17.1278 0.5804172 1.970922 1.406855 18.73543 209.6341 357.2956 0.609938 1.972455 1.389463 18.73543 209.6341 357.2956 0.5508963 1.96939 1.424246 18.73543 209.6341 357.2956 0 0 0 0 0 0 0 0
264 17.19041 0.5838823 1.994364 1.412167 6.696331 208.7991 356.8202 0.6137843 1.996253 1.395476 6.696331 208.7991 356.8202 0.5539804 1.992474 1.428858 6.696331 208.7991 356.8202 0 0 0 0 0 0 0 0
265 17.24716 0.591994 1.999666 1.420047 2.097904 207.1251 356.197 0.6224137 2.00194 1.40437 2.097904 207.1251 356.197 0.5615743 1.997393 1.435724 2.097904 207.1251 356.197 0 0 0 0 0 0 0 0
266 17.3073 0.5953754 1.997885 1.420942 4.499763 206.1755 356.9768 0.6260498 1.999688 1.405706 4.499763 206.1755 356.9768 0.564701 1.996082 1.436177 4.499763 206.1755 356.9768 0 0 0 0 0 0 0 0
267 17.35484 0.5963825 1.997937 1.421679 4.49619 206.396 357.4401 0.6270198 1.999465 1.406339 4.49619 206.396 357.4401 0.5657452 1.99641 1.437019 4.49619 206.396 357.4401 0 0 0 0 0 0 0 0
268 17.42637 0.5972093 1.999471 1.422179 3.335414 206.4705 357.5945 0.6278464 2.000909 1.40683 3.335414 206.4705 357.5945 0.5665721 1.998034 1.437528 3.335414 206.4705 357.5945 0 0 0 0 0 0 0 0
269 17.47916 0.5970638 2.00121 1.421688 2.114804 206.3391 357.6591 0.6277518 2.00261 1.406438 2.114804 206.3391 357.6591 0.5663759 1.99981 1.436939 2.114804 206.3391 357.6591 0 0 0 0 0 0 0 0
270 17.54172 0.5952969 2.000027 1.420043 2.867638 206.3335 357.824 0.6259838 2.001327 1.404781 2.867638 206.3335 357.824 0.5646099 1.998726 1.435304 2.867638 206.3335 357.824 0 0 0 0 0 0 0 0
271 17.59706 0.5936135 1.998016 1.418467 4.248353 206.1285 357.8336 0.6243414 1.999309 1.403287 4.248353 206.1285 357.8336 0.5628856 1.996723 1.433646 4.248353 206.1285 357.8336 0 0 0 0 0 0 0 0
272 17.65748 0.5930849 1.998767 1.418283 4.10401 205.7486 357.608 0.6239051 2.000195 1.403304 4.10401 205.7486 357.608 0.5622646 1.997339 1.433262 4.10401 205.7486 357.608 0 0 0 0 0 0 0 0
273 17.7075 0.5926802 1.998713 1.419118 3.998524 205.6463 357.6014 0.6235281 2.000145 1.404197 3.998524 205.6463 357.6014 0.5618324 1.997281 1.43404 3.998524 205.6463 357.6014 0 0 0 0 0 0 0 0
274 17.77828 0.5775363 2.003638 1.403613 357.3992 207.2176 358.1228 0.6080429 2.00476 1.38798 357.3992 207.2176 358.1228 0.5470298 2.002516 1.419246 357.3992 207.2176 358.1228 0 0 0 0 0 0 0 0
275 17.82677 0.5540672 1.992634 1.268897 2.865827 207.2321 358.5691 0.5845337 1.993489 1.25317 2.865827 207.2321 358.5691 0.5236007 1.991779 1.284625 2.865827 207.2321 358.5691 0 0 0 0 0 0 0 0
276 17.90156 0.5298215 1.987904 1.13846 6.810998 207.9816 354.912 0.5598207 1.990924 1.122113 6.810998 207.9816 354.912 0.4998224 1.984884 1.154807 6.810998 207.9816 354.912 0 0 0 0 0 0 0 0
277 17.94851 0.5131196 1.985198 1.134435 6.458725 209.0842 353.926 0.5427253 1.988804 1.1175 6.458725 209.0842 353.926 0.4835138 1.981592 1.15137 6.458725 209.0842 353.926 0 0 0 0 0 0 0 0
278 18.02887 0.5104195 1.981518 1.153801 7.209116 208.5536 353.1798 0.5400876 1.985559 1.137074 7.209116 208.5536 353.1798 0.4807514 1.977477 1.170527 7.209116 208.5536 353.1798 0 0 0 0 0 0 0 0
279 18.08647 0.5186103 1.975445 1.174823 9.596657 208.0039 353.779 0.5484225 1.97911 1.158267 9.596657 208.0039 353.779 0.4887981 1.971781 1.191379 9.596657 208.0039 353.779 0 0 0 0 0 0 0 0
280 18.1608 0.5310599 1.977962 1.197639 12.46219 209.3527 355.6351 0.5605911 1.980511 1.180385 12.46219 209.3527 355.6351 0.5015287 1.975413 1.214893 12.46219 209.3527 355.6351 0 0 0 0 0 0 0 0
281 18.21717 0.5468407 1.977997 1.222534 14.41313 213.4977 357.8651 0.575246 1.979234 1.203353 14.41313 213.4977 357.8651 0.5184355 1.976759 1.241715 14.41313 213.4977 357.8651 0 0 0 0 0 0 0 0
282 18.29117 0.5751883 1.970294 1.240169 18.962 217.3663 1.007791 0.6025614 1.969723 1.219513 18.962 217.3663 1.007791 0.5478152 1.970864 1.260825 18.962 217.3663 1.007791 0 0 0 0 0 0 0 0
283 18.34325 0.6107131 1.967767 1.249677 18.93349 217.7873 1.379931 0.6379741 1.966985 1.22888 18.93349 217.7873 1.379931 0.583452 1.968548 1.270474 18.93349 217.7873 1.379931 0 0 0 0 0 0 0 0
284 18.42906 0.647552 1.973041 1.251669 17.94349 216.8814 357.6687 0.6747049 1.974368 1.230758 17.94349 216.8814 357.6687 0.6203991 1.971714 1.272579 17.94349 216.8814 357.6687 0 0 0 0 0 0 0 0
285 18.48356 0.6744338 1.972831 1.253326 17.39548 217.2916 356.8452 0.7013361 1.974632 1.232129 17.39548 217.2916 356.8452 0.6475316 1.97103 1.274523 17.39548 217.2916 356.8452 0 0 0 0 0 0 0 0
286 18.56062 0.6993416 1.974388 1.257201 17.51021 218.2393 357.2691 0.7259448 1.975946 1.23561 17.51021 218.2393 357.2691 0.6727384 1.972829 1.278791 17.51021 218.2393 357.2691 0 0 0 0 0 0 0 0
287 18.61497 0.7175835 1.977144 1.261356 16.00474 218.4657 357.0745 0.7441022 1.978826 1.239671 16.00474 218.4657 357.0745 0.6910647 1.975461 1.28304 16.00474 218.4657 357.0745 0 0 0 0 0 0 0 0
288 18.69292 0.6941159 1.979087 1.281095 14.20344 216.298 356.8904 0.7214466 1.98089 1.260453 14.20344 216.298 356.8904 0.6667851 1.977283 1.301736 14.20344 216.298 356.8904 0 0 0 0 0 0 0 0
289 18.75029 0.6127945 1.980847 1.425348 13.37212 213.5556 358.197 0.6412238 1.981897 1.406192 13.37212 213.5556 358.197 0.5843651 1.979797 1.444504 13.37212 213.5556 358.197 0 0 0 0 0 0 0 0
290 18.82307 0.5520464 1.982736 1.617172 13.42298 211.1577 1.051905 0.5814667 1.982123 1.599555 13.42298 211.1577 1.051905 0.5226261 1.983348 1.634789 13.42298 211.1577 1.051905 0 0 0 0 0 0 0 0
291 18.87458 0.4948958 1.983903 1.93142 11.78831 209.4985 0.5420635 0.5247782 1.983586 1.914591 11.78831 209.4985 0.5420635 0.4650134 1.984221 1.948249 11.78831 209.4985 0.5420635 0 0 0 0 0 0 0 0
292 18.9583 0.467883 1.982382 2.173236 11.88897 209.0139 0.5105891 0.4979052 1.982083 2.156657 11.88898 209.0139 0.5105892 0.4378608 1.982681 2.189816 11.88898 209.0139 0.5105892 0 0 0 0 0 0 0 0
293 19.00702 0.459149 1.981359 2.571893 11.34442 208.4314 1.10776 0.4893659 1.980708 2.555682 11.34442 208.4314 1.10776 0.4289321 1.982009 2.588104 11.34442 208.4314 1.10776 0 0 0 0 0 0 0 0
294 19.0821 0.4533451 1.98172 2.601046 10.82895 208.6221 0.5649783 0.4834801 1.981388 2.584673 10.82895 208.6221 0.5649783 0.4232102 1.982052 2.617419 10.82895 208.6221 0.5649783 0 0 0 0 0 0 0 0
295 19.13297 0.4480418 1.983676 2.60322 10.51904 209.0928 0.492799 0.4780369 1.983386 2.586592 10.51904 209.0928 0.492799 0.4180468 1.983966 2.619849 10.51904 209.0928 0.492799 0 0 0 0 0 0 0 0
296 19.19379 0.4409432 1.9849 2.606375 10.05847 210.1163 359.9701 0.4706089 1.984918 2.589164 10.05847 210.1163 359.9701 0.4112775 1.984883 2.623587 10.05847 210.1163 359.9701 0 0 0 0 0 0 0 0
297 19.24896 0.4368302 1.984761 2.608326 10.16422 211.1025 0.09649656 0.4662021 1.984705 2.590618 10.16422 211.1025 0.09649656 0.4074583 1.984818 2.626034 10.16422 211.1025 0.09649656 0 0 0 0 0 0 0 0
298 19.30881 0.4313008 1.987617 2.610698 9.029382 212.5342 0.4244109 0.4602364 1.987366 2.592288 9.029382 212.5342 0.4244109 0.4023653 1.987868 2.629109 9.029382 212.5342 0.4244109 0 0 0 0 0 0 0 0
299 19.36197 0.4208508 1.999583 2.614568 3.406697 216.483 1.937625 0.448452 1.998425 2.594243 3.406697 216.483 1.937625 0.3932497 2.00074 2.634894 3.406697 216.483 1.937625 0 0 0 0 0 0 0 0
300 19.42563 0.4125498 2.005614 2.623562 358.0023 224.1753 5.322457 0.4369647 2.002435 2.599685 358.0023 224.1753 5.322457 0.3881349 2.008794 2.647439 358.0023 224.1753 5.322457 0 0 0 0 0 0 0 0
301 19.48034 0.4031284 2.01369 2.636029 352.3126 232.0533 5.993147 0.4237256 2.010141 2.608836 352.3126 232.0533 5.993147 0.3825311 2.017239 2.663221 352.3126 232.0533 5.993147 0 0 0 0 0 0 0 0
302 19.54562 0.3970477 2.021476 2.644208 347.6528 234.1717 3.627753 0.4167074 2.019356 2.616184 347.6528 234.1717 3.627753 0.3773881 2.023596 2.672231 347.6528 234.1717 3.627753 0 0 0 0 0 0 0 0
303 19.60255 0.3943547 2.02788 2.649767 342.9218 233.0342 3.398527 0.4144655 2.025937 2.622053 342.9218 233.0342 3.398527 0.3742439 2.029824 2.677481 342.9218 233.0342 3.398527 0 0 0 0 0 0 0 0
304 19.67109 0.3927229 2.032533 2.65437 338.6206 233.5784 4.913266 0.4121493 2.029797 2.626237 338.6206 233.5784 4.913266 0.3732964 2.035268 2.682502 338.6206 233.5784 4.913266 0 0 0 0 0 0 0 0
305 19.70765 0.3919149 2.03137 2.658098 338.3083 233.8371 5.055995 0.4111723 2.028562 2.629857 338.3083 233.8371 5.055995 0.3726574 2.034179 2.686339 338.3083 233.8371 5.055995 0 0 0 0 0 0 0 0
306 19.75224 0.3894372 2.030796 2.656453 339.5716 232.7679 4.380397 0.4094 2.028341 2.628672 339.5716 232.7679 4.380397 0.3694745 2.03325 2.684233 339.5716 232.7679 4.380397 0 0 0 0 0 0 0 0
307 19.78813 0.3887579 2.029755 2.654566 340.7068 231.0493 4.093493 0.4096347 2.027444 2.627453 340.7068 231.0493 4.093493 0.3678811 2.032066 2.681679 340.7068 231.0493 4.093493 0 0 0 0 0 0 0 0
308 19.82895 0.3882257 2.028259 2.652542 341.6206 228.7935 3.515094 0.4102785 2.026263 2.626351 341.6206 228.7935 3.515094 0.3661729 2.030254 2.678734 341.6206 228.7935 3.515094 0 0 0 0 0 0 0 0
309 19.88187 0.3880564 2.026814 2.650658 342.4087 227.0671 3.063028 0.4109786 2.025067 2.625206 342.4087 227.0671 3.063028 0.3651341 2.028561 2.67611 342.4087 227.0671 3.063028 0 0 0 0 0 0 0 0
310 19.9146 0.3877497 2.024382 2.647112 344.1452 223.9796 2.476157 0.4121253 2.022957 2.623027 344.1452 223.9796 2.476157 0.3633741 2.025808 2.671197 344.1452 223.9796 2.476157 0 0 0 0 0 0 0 0
311 19.96578 0.3882155 2.021374 2.643136 345.7806 221.0981 2.338216 0.4138137 2.020018 2.620351 345.7806 221.0981 2.338216 0.3626172 2.022731 2.665922 345.7806 221.0981 2.338216 0 0 0 0 0 0 0 0
312 20.00117 0.3895711 2.019569 2.639824 347.3508 218.2004 2.236183 0.4163218 2.018263 2.6184 347.3508 218.2004 2.236183 0.3628204 2.020875 2.661248 347.3508 218.2004 2.236183 0 0 0 0 0 0 0 0
313 20.06165 0.3910023 2.01846 2.63661 347.9995 215.2474 2.273658 0.4188263 2.017129 2.616601 347.9995 215.2474 2.273658 0.3631783 2.019791 2.656618 347.9995 215.2474 2.273658 0 0 0 0 0 0 0 0
314 20.09562 0.391532 2.017886 2.63505 348.4643 213.7424 2.371768 0.4198695 2.016495 2.61578 348.4643 213.7424 2.371768 0.3631946 2.019276 2.654321 348.4643 213.7424 2.371768 0 0 0 0 0 0 0 0
315 20.15884 0.39154 2.017855 2.633454 348.7832 212.486 2.228973 0.4203091 2.016546 2.614829 348.7832 212.486 2.228973 0.3627708 2.019163 2.65208 348.7832 212.486 2.228973 0 0 0 0 0 0 0 0
316 20.19437 0.3922144 2.017236 2.630934 349.2936 210.3581 1.780422 0.4216944 2.016189 2.613437 349.2936 210.3581 1.780422 0.3627343 2.018284 2.64843 349.2936 210.3581 1.780422 0 0 0 0 0 0 0 0
317 20.26846 0.3942287 2.015866 2.626591 350.4753 207.1981 1.439934 0.4246588 2.015016 2.610793 350.4753 207.1981 1.439934 0.3637986 2.016716 2.642389 350.4753 207.1981 1.439934 0 0 0 0 0 0 0 0
318 20.30183 0.3977493 2.011729 2.619579 353.1212 202.6233 1.03426 0.4293737 2.011114 2.60632 353.1212 202.6233 1.03426 0.3661249 2.012343 2.632839 353.1212 202.6233 1.03426 0 0 0 0 0 0 0 0
319 20.36242 0.4007783 2.006983 2.615542 356.903 199.1072 0.888114 0.4331726 2.006452 2.60429 356.903 199.1072 0.888114 0.368384 2.007514 2.626795 356.903 199.1072 0.888114 0 0 0 0 0 0 0 0
320 20.40047 0.4035807 2.004124 2.611117 359.4704 195.1136 0.1463022 0.4366911 2.004036 2.602174 359.4704 195.1136 0.1463022 0.3704703 2.004211 2.620061 359.4704 195.1136 0.1463022 0 0 0 0 0 0 0 0
321 20.46836 0.4043149 2.003898 2.610564 359.5697 193.9466 359.7901 0.4376009 2.004024 2.602298 359.5697 193.9466 359.7901 0.3710289 2.003772 2.618829 359.5697 193.9466 359.7901 0 0 0 0 0 0 0 0
322 20.50298 0.4062928 2.002272 2.609065 1.065476 190.8927 359.3903 0.4399688 2.002637 2.602577 1.065476 190.8927 359.3903 0.3726169 2.001907 2.615552 1.065476 190.8927 359.3903 0 0 0 0 0 0 0 0
323 20.564 0.4062881 2.001464 2.60923 1.162629 190.3001 359.5329 0.4400303 2.001744 2.603092 1.162628 190.3001 359.5329 0.3725458 2.001185 2.615368 1.162628 190.3001 359.5329 0 0 0 0 0 0 0 0
324 20.62158 0.4048399 2.001467 2.608946 1.162664 189.2017 359.407 0.4386927 2.001822 2.603455 1.162664 189.2017 359.407 0.3709871 2.001112 2.614438 1.162664 189.2017 359.407 0 0 0 0 0 0 0 0
325 20.67732 0.4000152 2.001038 2.609783 1.534807 188.0279 359.5633 0.4339742 2.001299 2.604987 1.534807 188.0279 359.5633 0.3660562 2.000776 2.61458 1.534807 188.0279 359.5633 0 0 0 0 0 0 0 0
326 20.73841 0.3946045 1.999604 2.612346 2.140837 188.2475 359.4129 0.4285432 1.999955 2.607414 2.140837 188.2475 359.4129 0.3606658 1.999253 2.617279 2.140837 188.2475 359.4129 0 0 0 0 0 0 0 0
327 20.78472 0.3865566 1.998528 2.617913 2.24006 188.4556 359.6898 0.4204793 1.998714 2.612863 2.24006 188.4556 359.6898 0.3526339 1.998343 2.622963 2.24006 188.4556 359.6898 0 0 0 0 0 0 0 0
328 20.84778 0.373936 1.998463 2.626944 1.472553 188.2898 359.7657 0.4078739 1.998603 2.621996 1.472553 188.2898 359.7657 0.339998 1.998323 2.631893 1.472553 188.2898 359.7657 0 0 0 0 0 0 0 0
329 20.88743 0.3636478 1.996791 2.633836 0.4167651 187.6231 359.5216 0.3976403 1.997077 2.629284 0.4167651 187.6231 359.5216 0.3296553 1.996505 2.638387 0.4167651 187.6231 359.5216 0 0 0 0 0 0 0 0
330 20.95408 0.3592977 1.993648 2.637091 358.9104 187.3125 359.5381 0.3933154 1.993924 2.632731 358.9104 187.3125 359.5381 0.3252799 1.993371 2.641451 358.9104 187.3125 359.5381 0 0 0 0 0 0 0 0
331 21.01042 0.3494871 1.993291 2.643999 358.6191 187.1936 0.1893595 0.3835137 1.993178 2.639701 358.6191 187.1936 0.1893595 0.3154605 1.993404 2.648296 358.6191 187.1936 0.1893595 0 0 0 0 0 0 0 0
332 21.08225 0.3412029 1.992948 2.651802 358.6344 186.9321 0.9069458 0.3752435 1.992406 2.64765 358.6344 186.9321 0.9069458 0.3071624 1.993491 2.655954 358.6344 186.9321 0.9069458 0 0 0 0 0 0 0 0
333 21.14105 0.3337417 1.997023 2.663857 356.9152 185.7974 0.01947325 0.3678633 1.997011 2.660393 356.9152 185.7974 0.01947323 0.2996201 1.997035 2.667323 356.9152 185.7974 0.01947323 0 0 0 0 0 0 0 0
334 21.20153 0.333434 2.006338 2.673481 350.0175 184.2659 358.3214 0.3676343 2.007328 2.671104 350.0175 184.2659 358.3214 0.2992336 2.005349 2.675857 350.0175 184.2659 358.3214 0 0 0 0 0 0 0 0
335 21.27051 0.3333754 2.014695 2.690612 344.0089 183.1994 358.1853 0.3676185 2.015739 2.688998 344.0089 183.1994 358.1853 0.2991322 2.013651 2.692226 344.0089 183.1994 358.1853 0 0 0 0 0 0 0 0
336 21.32011 0.3339518 2.016781 2.71002 341.3625 183.4342 358.2035 0.3681911 2.0178 2.708309 341.3625 183.4342 358.2035 0.2997125 2.015763 2.71173 341.3625 183.4342 358.2035 0 0 0 0 0 0 0 0
337 21.40658 0.3372999 2.013097 2.726139 341.9585 184.6893 357.874 0.3714908 2.014307 2.72373 341.9585 184.6893 357.874 0.3031089 2.011887 2.728548 341.9585 184.6893 357.874 0 0 0 0 0 0 0 0
338 21.4643 0.4172787 2.007246 1.423315 345.912 286.4701 357.2857 0.4079449 2.008821 1.39035 345.912 286.4701 357.2857 0.4266124 2.005671 1.45628 345.912 286.4701 357.2857 0 0 0 0 0 0 0 0
339 21.53939 0.4687714 2.007075 1.400249 346.9249 286.0815 356.1819 0.4597884 2.009299 1.367224 346.9249 286.0815 356.1819 0.4777543 2.00485 1.433274 346.9249 286.0815 356.1819 0 0 0 0 0 0 0 0
340 21.59717 0.4986804 2.002436 1.373791 345.4763 285.2517 354.2044 0.4905423 2.005789 1.340643 345.4763 285.2517 354.2044 0.5068185 1.999083 1.40694 345.4763 285.2517 354.2044 0 0 0 0 0 0 0 0
341 21.68254 0.505828 2.017619 1.361923 341.7477 285.3321 353.4663 0.497997 2.021325 1.328738 341.7477 285.3321 353.4663 0.5136589 2.013912 1.395107 341.7477 285.3321 353.4663 0 0 0 0 0 0 0 0
342 21.73707 0.5185552 2.013197 1.342532 345.3083 284.4078 353.7208 0.510994 2.016825 1.309276 345.3083 284.4078 353.7208 0.5261164 2.009568 1.375788 345.3083 284.4078 353.7208 0 0 0 0 0 0 0 0
343 21.81614 0.5180579 2.02092 1.337689 338.9514 285.7029 351.7051 0.5105833 2.025538 1.304537 338.9514 285.7029 351.7051 0.5255325 2.016302 1.370842 338.9514 285.7029 351.7051 0 0 0 0 0 0 0 0
344 21.88323 0.5180853 2.025656 1.341336 336.9347 282.3707 352.3085 0.5125604 2.029879 1.307751 336.9347 282.3707 352.3085 0.5236102 2.021433 1.37492 336.9347 282.3707 352.3085 0 0 0 0 0 0 0 0
345 21.95572 0.5098888 2.021661 1.367463 338.1847 279.6725 354.851 0.5052771 2.024519 1.333598 338.1847 279.6725 354.851 0.5145004 2.018803 1.401328 338.1847 279.6725 354.851 0 0 0 0 0 0 0 0
346 22.02313 0.4912825 2.004417 1.41488 345.9577 280.9306 358.3156 0.485022 2.005395 1.381173 345.9577 280.9306 358.3156 0.4975429 2.003439 1.448586 345.9577 280.9306 358.3156 0 0 0 0 0 0 0 0
347 22.10622 0.464996 1.981495 1.470654 356.8564 281.5591 0.9109057 0.4580953 1.980951 1.437063 356.8564 281.5591 0.9109057 0.4718968 1.982039 1.504246 356.8564 281.5591 0.9109057 0 0 0 0 0 0 0 0
