#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.01434005 0.7148909 1.555041 0.6536346 356.6615 186.9243 9.427736 0.7485518 1.549413 0.649216 356.6615 186.9243 9.427736 0.68123 1.560668 0.6580532 356.6615 186.9243 9.427736 13.82894 195.181 -2.19815E-07 14.54796 191.1294 0 0.5 0.5
2 0.03018365 0.715595 1.555036 0.6539416 356.6315 186.6018 9.396802 0.7492831 1.549427 0.6497104 356.6315 186.6018 9.396802 0.6819069 1.560645 0.6581728 356.6315 186.6018 9.396802 13.54743 194.8653 -2.195522E-07 14.20061 191.2278 -1.100856E-07 0.5 0.5
3 0.0468894 0.7161179 1.554894 0.6541492 356.8054 186.1673 9.437366 0.7498348 1.54926 0.6501895 356.8054 186.1673 9.437366 0.682401 1.560528 0.6581088 356.8054 186.1673 9.437366 14.21882 194.6262 1.100945E-07 14.87181 190.998 1.104205E-07 0.5 0.5
4 0.0645884 0.7169728 1.554107 0.6545126 357.2264 185.5406 9.471707 0.7507315 1.548451 0.6509626 357.2264 185.5406 9.471707 0.6832141 1.559764 0.6580627 357.2264 185.5406 9.471707 15.12235 194.1001 0 15.77233 190.4961 1.10897E-07 0.5 0.5
5 0.07535104 0.7174932 1.553216 0.6546885 357.7912 185.0853 9.505702 0.7512805 1.547537 0.651462 357.7912 185.0853 9.505702 0.6837058 1.558895 0.6579151 357.7912 185.0853 9.505702 16.52365 191.94 0 17.08544 188.7147 -2.23298E-07 0.5 0.5
6 0.0883424 0.7179366 1.551531 0.6550348 358.6582 184.6845 9.404551 0.7517628 1.545909 0.6521309 358.6582 184.6845 9.404551 0.6841103 1.557152 0.6579388 358.6582 184.6845 9.404551 18.17775 191.6697 2.246552E-07 18.73444 188.4975 -2.253849E-07 0.5 0.5
7 0.1013129 0.7183101 1.549405 0.655663 0.1105902 184.5231 9.093084 0.7521856 1.543966 0.6529937 0.1105902 184.5231 9.093084 0.6844347 1.554843 0.6583322 0.1105902 184.5231 9.093084 20.00779 191.4645 0 20.56478 188.2575 -1.139853E-07 0.5 0.5
8 0.1148972 0.718379 1.547463 0.6558672 1.591824 184.4308 9.047583 0.7522738 1.542053 0.6533915 1.591824 184.4308 9.047583 0.6844842 1.552872 0.6583428 1.591824 184.4308 9.047583 22.25399 191.6926 0 22.85017 188.1958 2.316202E-07 0.5 0.5
9 0.1287106 0.718401 1.546624 0.6557311 2.310044 184.4563 9.089619 0.7522961 1.541192 0.6533093 2.310044 184.4563 9.089619 0.6845059 1.552056 0.6581529 2.310044 184.4563 9.089619 23.7091 191.6673 2.331189E-07 24.31223 188.1333 1.171073E-07 0.5 0.5
10 0.1430352 0.7185439 1.544771 0.6555659 3.459059 184.4044 9.054718 0.7524528 1.539365 0.6532818 3.459059 184.4044 9.054718 0.6846351 1.550177 0.6578499 3.459059 184.4044 9.054718 24.5785 191.9489 -2.347099E-07 25.11087 188.9014 2.357219E-07 0.5 0.5
11 0.1544734 0.7186486 1.542993 0.6556145 4.47872 184.3677 8.944905 0.7525761 1.537659 0.6534422 4.47872 184.3677 8.944905 0.6847211 1.548327 0.6577868 4.47872 184.3677 8.944905 26.83188 193.1314 0 27.39663 190.0307 2.404068E-07 0.5 0.5
12 0.1666854 0.7187049 1.541933 0.6557067 5.23403 184.2825 8.859962 0.7526484 1.536654 0.6536498 5.23403 184.2825 8.859962 0.6847615 1.547211 0.6577636 5.23403 184.2825 8.859962 27.86193 193.1111 -2.414309E-07 28.42747 189.9778 4.854183E-07 0.5 0.5
13 0.179637 0.7187401 1.541026 0.6558964 5.759004 184.1859 8.873728 0.7526893 1.535744 0.6539459 5.759004 184.1859 8.873728 0.6847909 1.546307 0.657847 5.759004 184.1859 8.873728 28.59153 193.0617 -2.430869E-07 29.15964 189.9072 -4.888396E-07 0.5 0.5
14 0.1942557 0.7189147 1.540498 0.6560891 6.056172 184.0912 8.837736 0.7528722 1.53524 0.6542194 6.056172 184.0912 8.837736 0.6849572 1.545755 0.6579587 6.056172 184.0912 8.837736 28.44809 195.735 0 29.08352 192.5982 0 0.5 0.5
