#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.01338855 -0.3815893 1.488778 -0.7040287 338.6518 51.05882 353.6612 -0.4039249 1.49228 -0.6785661 338.6518 51.05882 353.6612 -0.3592538 1.485276 -0.7294912 338.6518 51.05882 353.6612 347.5284 57.23802 0 346.9598 52.31281 4.381868E-07 0.5 0.5
2 0.03010245 -0.3803846 1.487902 -0.712182 339.3918 51.55306 353.3621 -0.4025003 1.491586 -0.6865539 339.3918 51.55306 353.3621 -0.3582688 1.484218 -0.7378101 339.3918 51.55306 353.3621 348.8939 57.39571 8.70068E-07 348.275 52.28739 8.71968E-07 0.5 0.5
3 0.0421108 -0.3792992 1.487388 -0.719854 339.985 52.08476 353.1625 -0.4011693 1.491198 -0.694034 339.985 52.08476 353.1625 -0.3574291 1.483579 -0.745674 339.985 52.08476 353.1625 349.6669 57.80476 8.678488E-07 349.032 52.71177 -8.696592E-07 0.5 0.5
4 0.05539725 -0.3790609 1.48645 -0.7233803 340.3649 52.38177 353.1043 -0.4007834 1.490301 -0.6974422 340.3649 52.38177 353.1043 -0.3573384 1.482599 -0.7493184 340.3649 52.38177 353.1043 350.2954 58.3276 8.661685E-07 349.6499 53.24173 0 0.5 0.5
5 0.0687807 -0.3779046 1.484786 -0.7342084 341.4308 53.28376 352.6806 -0.3992037 1.488898 -0.7079611 341.4308 53.28376 352.6806 -0.3566055 1.480673 -0.7604557 341.4308 53.28376 352.6806 354.601 59.33126 0 354.0536 54.98304 2.145981E-07 0.5 0.5
6 0.0827899 -0.3774361 1.484804 -0.740463 341.8152 54.00669 352.2398 -0.3984253 1.489173 -0.7140083 341.8152 54.00669 352.2398 -0.3564468 1.480436 -0.7669176 341.8152 54.00669 352.2398 1.842828 59.27238 0 1.329167 54.99937 -1.067504E-07 0.5 0.5
7 0.0945521 -0.3769765 1.484767 -0.7461501 341.7801 54.64524 351.932 -0.3977034 1.489307 -0.719518 341.7801 54.64524 351.932 -0.3562495 1.480228 -0.7727823 341.7801 54.64524 351.932 2.114966 58.53712 -1.067945E-07 1.559502 54.16693 5.338062E-08 0.5 0.5
8 0.1082456 -0.3768132 1.483913 -0.7513481 341.711 55.24007 351.7899 -0.3972818 1.48853 -0.7245302 341.711 55.24007 351.7899 -0.3563446 1.479296 -0.7781661 341.711 55.24007 351.7899 1.393583 57.26119 5.337664E-08 0.8671609 53.30753 0 0.5 0.5
9 0.1217198 -0.3770722 1.483206 -0.7533953 341.6488 55.44389 351.7947 -0.3974488 1.487818 -0.7265067 341.6488 55.44389 351.7947 -0.3566955 1.478593 -0.7802839 341.6488 55.44389 351.7947 1.371217 57.79927 0 0.8346806 53.84703 0 0.5 0.5
10 0.1341524 -0.3772551 1.481947 -0.7578582 341.6643 55.73242 351.9251 -0.3974813 1.486488 -0.7308439 341.6643 55.73242 351.9251 -0.357029 1.477407 -0.7848724 341.6643 55.73242 351.9251 0.9707437 57.18 -2.668426E-08 0.4332559 53.22361 0 0.5 0.5
