#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.00752575 -0.1636554 1.364422 -0.4075251 44.52372 25.08752 1.027201 -0.1947376 1.363986 -0.3934471 44.52372 25.08752 1.027201 -0.1325732 1.364859 -0.4216032 44.52372 25.08752 1.027201 54.88878 45.44736 -5.937585E-06 55.77873 39.91827 0 0.5 0.5
2 0.01706455 -0.1637531 1.364717 -0.4083887 44.36865 25.21694 1.039774 -0.194805 1.364274 -0.3942443 44.36865 25.21694 1.039774 -0.1327012 1.365159 -0.4225332 44.36865 25.21694 1.039774 54.73812 45.51288 2.957741E-06 55.62322 40.00266 -3.024174E-06 0.5 0.5
3 0.02262535 -0.1639315 1.365005 -0.4091949 44.20954 25.33915 1.049292 -0.1949542 1.364557 -0.3949867 44.20954 25.33915 1.049293 -0.1329088 1.365453 -0.4234031 44.20954 25.33915 1.049293 54.397 45.4553 0 55.36221 39.2902 0 0.5 0.5
4 0.0302706 -0.164099 1.365292 -0.4099236 44.03979 25.44443 1.041695 -0.1950937 1.364846 -0.3956543 44.03979 25.44443 1.041695 -0.1331043 1.365738 -0.4241928 44.03979 25.44443 1.041695 54.24646 45.46659 0 55.20606 39.32225 5.984813E-06 0.5 0.5
5 0.0369553 -0.1642536 1.365583 -0.4106475 43.8542 25.54144 0.9938015 -0.1952154 1.365156 -0.3963065 43.8542 25.54144 0.9938015 -0.1332918 1.36601 -0.4249886 43.8542 25.54144 0.9938015 54.09084 45.54607 0 55.05042 39.39353 -2.980764E-06 0.5 0.5
6 0.04383095 -0.1644595 1.365804 -0.4113592 43.65936 25.64542 0.9506031 -0.1953873 1.365394 -0.3969445 43.65936 25.64542 0.9506031 -0.1335317 1.366214 -0.4257739 43.65936 25.64542 0.9506031 53.92032 45.53471 -2.899506E-06 54.86929 39.40374 -2.967358E-06 0.5 0.5
7 0.050134 -0.1645969 1.366014 -0.4121186 43.474 25.69903 0.8925276 -0.1955008 1.365629 -0.397652 43.474 25.69903 0.8925277 -0.133693 1.3664 -0.4265851 43.474 25.69903 0.8925277 53.75638 45.52139 -2.888177E-06 54.69608 39.41132 0 0.5 0.5
8 0.05705475 -0.1648407 1.366188 -0.4129343 43.30652 25.76676 0.8945293 -0.1957274 1.3658 -0.398431 43.30652 25.76676 0.8945293 -0.1339541 1.366576 -0.4274377 43.30652 25.76676 0.8945293 55.48479 55.31681 0 56.53805 51.14253 3.096843E-06 0.5 0.5
9 0.06375175 -0.1651063 1.366475 -0.4136777 43.1598 25.81061 0.8862269 -0.19598 1.36609 -0.3991467 43.1598 25.81061 0.8862269 -0.1342326 1.36686 -0.4282086 43.1598 25.81061 0.8862269 55.3675 55.25714 0 56.41526 51.09138 -3.086842E-06 0.5 0.5
10 0.07050535 -0.165388 1.366796 -0.4143812 43.022 25.83747 0.8549768 -0.1962492 1.366423 -0.3998234 43.022 25.83747 0.8549768 -0.1345268 1.367168 -0.428939 43.022 25.83747 0.8549768 55.22246 55.56538 -8.980919E-06 56.35947 51.06752 0 0.5 0.5
11 0.07721385 -0.1655705 1.367123 -0.4150054 42.83853 25.86157 0.8021514 -0.1964161 1.366772 -0.400414 42.83853 25.86157 0.8021514 -0.1347249 1.367473 -0.4295967 42.83853 25.86157 0.8021514 55.11121 55.49233 2.985298E-06 56.24085 51.00186 3.072769E-06 0.5 0.5
12 0.0841208 -0.1658061 1.367457 -0.4156046 42.63041 25.89856 0.7754371 -0.1966372 1.367117 -0.4009824 42.63041 25.89856 0.7754371 -0.134975 1.367797 -0.4302267 42.63041 25.89856 0.7754371 54.95683 55.381 0 56.07755 50.9017 6.11947E-06 0.5 0.5
13 0.0907715 -0.1660193 1.367714 -0.4162764 42.40075 25.95252 0.7365768 -0.1968295 1.36739 -0.4016098 42.40075 25.95252 0.7365768 -0.1352091 1.368038 -0.4309429 42.40075 25.95252 0.7365768 54.7143 55.21629 -5.912007E-06 55.98267 50.03181 0 0.5 0.5
14 0.09788506 -0.1663281 1.367986 -0.416972 42.15847 26.02069 0.712866 -0.1971162 1.367671 -0.4022589 42.15847 26.02069 0.712866 -0.13554 1.3683 -0.431685 42.15847 26.02069 0.712866 54.51778 55.09275 0 55.77425 49.92577 6.071762E-06 0.5 0.5
15 0.1045633 -0.166522 1.368387 -0.4176577 41.91529 26.08217 0.7107056 -0.1972934 1.368072 -0.4029097 41.91529 26.08217 0.7107056 -0.1357507 1.368702 -0.4324058 41.91529 26.08217 0.7107056 52.40097 52.70079 0 53.39156 48.35736 0 0.5 0.5
16 0.1116882 -0.1667215 1.368884 -0.4183199 41.66122 26.16256 0.7083448 -0.1974711 1.368569 -0.4035266 41.66122 26.16256 0.7083448 -0.1359719 1.369199 -0.4331132 41.66122 26.16256 0.7083448 52.18528 52.63125 5.570117E-06 53.16779 48.3047 0 0.5 0.5
17 0.1184093 -0.1669745 1.369338 -0.4190357 41.3627 26.26682 0.7018057 -0.1976953 1.369024 -0.4041827 41.3627 26.26682 0.7018057 -0.1362536 1.369652 -0.4338888 41.3627 26.26682 0.7018057 51.93737 52.57815 2.769644E-06 52.91269 48.27196 0 0.5 0.5
18 0.1255665 -0.1672915 1.369846 -0.4197097 41.08455 26.40714 0.7291259 -0.1979798 1.369519 -0.4047897 41.08455 26.40714 0.7291259 -0.1366032 1.370173 -0.4346296 41.08455 26.40714 0.7291259 50.81919 51.3385 0 51.86302 46.4092 0 0.5 0.5
19 0.1326023 -0.1675334 1.370374 -0.4204128 40.74358 26.52363 0.7502552 -0.1981939 1.370036 -0.4054362 40.74358 26.52363 0.7502552 -0.1368728 1.370713 -0.4353895 40.74358 26.52363 0.7502552 50.54942 51.31762 -2.687305E-06 51.58426 46.4128 0 0.5 0.5
20 0.1390773 -0.1678146 1.370974 -0.4210959 40.35931 26.661 0.7844671 -0.1984438 1.370618 -0.4060557 40.35931 26.661 0.7844671 -0.1371854 1.37133 -0.4361361 40.35931 26.661 0.7844671 50.06217 50.9361 2.659913E-06 51.03292 46.27768 0 0.5 0.5
21 0.1463666 -0.1681148 1.371799 -0.4218325 39.9354 26.79605 0.8035226 -0.1987104 1.371432 -0.4067244 39.9354 26.79605 0.8035226 -0.1375192 1.372166 -0.4369406 39.9354 26.79605 0.8035226 49.68567 50.87246 0 50.64641 46.24626 2.692849E-06 0.5 0.5
22 0.1529832 -0.1683746 1.372638 -0.422457 39.48605 26.93982 0.8087904 -0.1989318 1.372266 -0.4072714 39.48605 26.93982 0.8087904 -0.1378175 1.37301 -0.4376427 39.48605 26.93982 0.8087904 48.36712 50.31566 0 49.33559 45.50891 0 0.5 0.5
23 0.1599571 -0.1685888 1.373723 -0.4230086 38.92574 27.07921 0.7942832 -0.1991048 1.373355 -0.4077405 38.92574 27.07921 0.7942832 -0.1380727 1.374091 -0.4382767 38.92574 27.07921 0.7942832 47.93005 50.25304 -2.548436E-06 48.88411 45.48188 -2.596697E-06 0.5 0.5
24 0.1669762 -0.1687807 1.374975 -0.4234848 38.24535 27.20745 0.8141955 -0.1992638 1.374594 -0.4081511 38.24535 27.20745 0.8141955 -0.1382977 1.375355 -0.4388185 38.24535 27.20745 0.8141955 47.37499 50.11564 -5.042984E-06 48.31156 45.38883 0 0.5 0.5
25 0.1740404 -0.1690092 1.376351 -0.4239787 37.45879 27.33015 0.818581 -0.1994576 1.375964 -0.4085766 37.45879 27.33015 0.818581 -0.1385608 1.376738 -0.4393809 37.45879 27.33015 0.818581 46.97093 47.0519 -2.50238E-06 47.70463 42.71045 2.537395E-06 0.5 0.5
26 0.1809769 -0.1693752 1.377642 -0.4246649 36.67578 27.49487 0.8143402 -0.1997761 1.377253 -0.4091692 36.67578 27.49487 0.8143402 -0.1389744 1.378031 -0.4401606 36.67578 27.49487 0.8143402 46.23483 46.88987 -7.405825E-06 46.9507 42.60213 -2.501433E-06 0.5 0.5
27 0.1878995 -0.1697466 1.378834 -0.4254902 35.91446 27.64644 0.8052888 -0.2001026 1.378446 -0.4099067 35.91446 27.64644 0.8052888 -0.1393906 1.379223 -0.4410737 35.91446 27.64644 0.8052888 45.84902 46.60498 0 46.50638 42.59855 1.240456E-06 0.5 0.5
28 0.1948288 -0.1701113 1.380049 -0.4262454 35.23839 27.7979 0.7850779 -0.2004208 1.379668 -0.4105714 35.23839 27.7979 0.7850779 -0.1398019 1.380431 -0.4419193 35.23839 27.7979 0.7850779 45.17711 46.53247 0 45.82005 42.56985 3.67523E-06 0.5 0.5
29 0.2018085 -0.1704595 1.381519 -0.4268668 34.49904 27.91812 0.7667289 -0.2007309 1.381142 -0.4111193 34.49904 27.91812 0.7667289 -0.1401881 1.381895 -0.4426142 34.49904 27.91812 0.7667289 44.53335 46.46488 2.395407E-06 45.16192 42.54266 0 0.5 0.5
