#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.0161818 -1.09289 1.569821 0.1007654 349.8837 92.66479 356.8852 -1.091697 1.571551 0.133039 349.8837 92.66479 356.8852 -1.094083 1.568091 0.06849191 349.8837 92.66479 356.8852 349.5008 102.0223 0 349.1673 97.74287 1.303896E-06 0.5 0.5
2 0.0317102 -1.090852 1.57027 0.1020606 349.8132 92.68906 357.1726 -1.089618 1.57184 0.1343407 349.8132 92.68906 357.1726 -1.092086 1.5687 0.06978038 349.8132 92.68906 357.1726 349.5176 102.055 0 349.168 97.32385 4.346308E-07 0.5 0.5
3 0.04143085 -1.080434 1.571729 0.1072448 350.2278 92.77606 357.5638 -1.079102 1.573084 0.1395309 350.2278 92.77606 357.5638 -1.081766 1.570374 0.07495882 350.2278 92.77606 357.5638 349.5336 102.0681 4.341097E-07 349.1967 97.33629 1.303768E-06 0.5 0.5
4 0.05657745 -1.079087 1.570934 0.1096565 350.4782 92.84454 357.5454 -1.077713 1.5723 0.1419403 350.4782 92.84454 357.5454 -1.080462 1.569568 0.07737277 350.4782 92.84454 357.5454 348.7602 102.2667 -4.352346E-07 348.4409 97.50859 0 0.5 0.5
5 0.07056145 -1.078254 1.571727 0.1109765 350.3286 92.87334 357.5351 -1.076867 1.573098 0.1432595 350.3286 92.87334 357.5351 -1.07964 1.570356 0.07869342 350.3286 92.87334 357.5351 348.7102 102.7635 4.353102E-07 348.3839 98.01648 0 0.5 0.5
6 0.08456571 -1.072446 1.573237 0.116661 350.1548 92.9756 357.7294 -1.070988 1.574499 0.1489453 350.1548 92.9756 357.7294 -1.073905 1.571975 0.08437672 350.1548 92.9756 357.7294 348.523 102.7953 0 348.197 98.04512 4.361076E-07 0.5 0.5
7 0.0990926 -1.070196 1.572764 0.1198355 350.0773 92.98287 358.0183 -1.068707 1.573866 0.1521242 350.0773 92.98287 358.0183 -1.071686 1.571662 0.08754668 350.0773 92.98287 358.0183 348.1532 102.4263 0 347.8696 97.89191 -4.366361E-07 0.5 0.5
8 0.1131328 -1.063733 1.572029 0.1289944 350.4178 93.13686 358.4329 -1.062111 1.572901 0.1612838 350.4178 93.13686 358.4329 -1.065356 1.571157 0.096705 350.4178 93.13686 358.4329 348.2564 102.4715 8.720268E-07 347.9854 97.93814 -8.728948E-07 0.5 0.5
9 0.1270646 -1.062705 1.571905 0.1330029 350.8818 93.25634 358.7054 -1.060984 1.572626 0.1652909 350.8818 93.25634 358.7054 -1.064426 1.571183 0.1007149 350.8818 93.25634 358.7054 349.2487 102.602 0 349.0216 98.07954 -4.348449E-07 0.5 0.5
10 0.1367503 -1.058683 1.572458 0.1407942 351.2832 93.41854 359.1601 -1.056827 1.572927 0.1730794 351.2832 93.41854 359.1601 -1.06054 1.57199 0.1085091 351.2832 93.41854 359.1601 349.465 102.6534 4.342061E-07 349.262 98.1331 -8.6899E-07 0.5 0.5
