#Frame,Timer,HeadX,HeadY,HeadZ,HeadRX,HeadRY,HeadRZ,LHandX,LHandY,LHandZ,LHandRX,LHandRY,LHandRZ,RHandX,RHandY,RHandZ,RHandRX,RHandRY,RHandRZ,LEyeRX,LEyeRY,LEyeRZ,REyeRX,REyeRY,REyeRZ,LEyeConf,REyeConf
1.0,0.0147425,-1.082053,1.655051,-1.334218,22.91961,105.5976,6.626211,-1.07447,1.65145,-1.301394,22.91961,105.5976,6.626211,-1.089635,1.658652,-1.367043,22.91961,105.5976,6.626211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0296757,-1.081808,1.655954,-1.338903,24.46416,104.2269,7.046563,-1.075213,1.65217,-1.305886,24.46416,104.2269,7.046563,-1.088403,1.659737,-1.37192,24.46416,104.2269,7.046563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0329126,-1.081274,1.656615,-1.34286,25.81471,102.9219,7.335203,-1.075595,1.652721,-1.309686,25.81471,102.9219,7.335203,-1.086952,1.660509,-1.376034,25.81471,102.9219,7.335203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0492646,-1.080849,1.657108,-1.343469,26.42863,101.9677,7.278111,-1.075749,1.653265,-1.310196,26.42863,101.9677,7.278111,-1.085949,1.660952,-1.376743,26.42863,101.9677,7.278111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0609383,-1.081071,1.657341,-1.344575,27.15246,100.8843,6.946287,-1.076557,1.653695,-1.311195,27.15246,100.8843,6.946287,-1.085585,1.660987,-1.377955,27.15246,100.8843,6.946287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.06669645,-1.080886,1.657544,-1.347671,28.50342,99.27617,6.61445,-1.077299,1.654114,-1.314156,28.50342,99.27617,6.61445,-1.084473,1.660973,-1.381186,28.50342,99.27617,6.61445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0822554,-1.081504,1.656937,-1.348592,29.13456,98.64059,6.281848,-1.078229,1.653699,-1.315026,29.13456,98.64059,6.281848,-1.084779,1.660176,-1.382159,29.13456,98.64059,6.281848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.097054,-1.082015,1.65567,-1.351455,30.17858,97.4193,6.051115,-1.079444,1.652583,-1.317813,30.17858,97.4193,6.051115,-1.084585,1.658758,-1.385097,30.17858,97.4193,6.051115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.1024441,-1.082593,1.653944,-1.354083,31.17344,96.18658,5.857368,-1.08074,1.650986,-1.320382,31.17344,96.18658,5.857368,-1.084446,1.656903,-1.387783,31.17344,96.18658,5.857368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.1212334,-1.083744,1.652191,-1.355098,31.10938,95.73395,6.078494,-1.082222,1.64912,-1.321391,31.10938,95.73395,6.078494,-1.085266,1.655263,-1.388805,31.10938,95.73395,6.078494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.1390522,-1.085728,1.648239,-1.359273,31.60782,93.8589,5.928997,-1.08529,1.645258,-1.325526,31.60782,93.8589,5.928997,-1.086166,1.651219,-1.393019,31.60782,93.8589,5.928997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.1519144,-1.087316,1.648037,-1.360675,31.85789,92.78634,5.709538,-1.087454,1.645174,-1.326916,31.85789,92.78634,5.709538,-1.087178,1.6509,-1.394435,31.85789,92.78634,5.709538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.1642713,-1.088437,1.644813,-1.362046,32.27132,91.08701,5.234702,-1.089447,1.642199,-1.328281,32.27132,91.08701,5.234702,-1.087427,1.647426,-1.395811,32.27132,91.08701,5.234702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.1764374,-1.090986,1.644146,-1.36298,32.93943,89.29868,5.167009,-1.093058,1.641585,-1.329259,32.93943,89.29868,5.167009,-1.088914,1.646706,-1.3967,32.93943,89.29868,5.167009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.1803998,-1.091975,1.64366,-1.363261,33.33743,87.45019,4.768389,-1.095023,1.641307,-1.3296,33.33743,87.45019,4.768389,-1.088926,1.646013,-1.396922,33.33743,87.45019,4.768389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.1965905,-1.091541,1.642837,-1.364238,33.22012,85.85732,4.330562,-1.09538,1.640696,-1.330644,33.22012,85.85732,4.330562,-1.087703,1.644977,-1.397833,33.22012,85.85732,4.330562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.2101242,-1.092558,1.641239,-1.364545,33.41044,83.96609,3.594869,-1.097275,1.639466,-1.331041,33.41044,83.96609,3.594869,-1.08784,1.643013,-1.398049,33.41044,83.96609,3.594869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.2150138,-1.093714,1.639921,-1.363838,33.8327,82.71971,3.326857,-1.099086,1.638287,-1.330425,33.8327,82.71971,3.326857,-1.088341,1.641554,-1.39725,33.8327,82.71971,3.326857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.2306436,-1.094358,1.638906,-1.363532,34.12349,82.67756,3.69064,-1.09988,1.637101,-1.330153,34.12349,82.67756,3.69064,-1.088835,1.640712,-1.396911,34.12349,82.67756,3.69064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.245177,-1.095752,1.637818,-1.363625,34.47615,81.87739,3.885282,-1.101814,1.635925,-1.330345,34.47615,81.87739,3.885282,-1.089689,1.63971,-1.396906,34.47615,81.87739,3.885282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.2492923,-1.097038,1.636805,-1.363753,34.88218,80.96112,4.036284,-1.103694,1.634849,-1.33059,34.88218,80.96112,4.036284,-1.090381,1.638762,-1.396916,34.88218,80.96112,4.036284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.2658407,-1.097653,1.636695,-1.363447,35.03783,80.44608,4.170323,-1.104657,1.634677,-1.330359,35.03783,80.44608,4.170323,-1.09065,1.638712,-1.396535,35.03783,80.44608,4.170323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.2794741,-1.098619,1.636209,-1.363075,35.31275,79.36764,4.071085,-1.106221,1.634246,-1.330117,35.31275,79.36764,4.071085,-1.091017,1.638171,-1.396034,35.31275,79.36764,4.071085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.2842376,-1.099537,1.635965,-1.362084,35.89072,78.46545,4.016485,-1.107659,1.634043,-1.329247,35.89072,78.46545,4.016485,-1.091416,1.637888,-1.394921,35.89072,78.46545,4.016485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.3001473,-1.100432,1.635043,-1.361905,36.12174,77.54478,3.709387,-1.108986,1.633272,-1.32917,36.12174,77.54478,3.709387,-1.091878,1.636813,-1.39464,36.12174,77.54478,3.709387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.3143409,-1.101705,1.635125,-1.361827,36.45013,75.99631,3.401722,-1.111049,1.633508,-1.3293,36.45013,75.99631,3.401722,-1.092362,1.636742,-1.394354,36.45013,75.99631,3.401722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.3653712,-1.102706,1.635597,-1.361215,35.94334,74.24159,2.25687,-1.112654,1.634517,-1.328845,35.94334,74.24159,2.25687,-1.092758,1.636677,-1.393584,35.94334,74.24159,2.25687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.3779365,-1.104687,1.635192,-1.359413,34.86642,70.33609,0.9111089,-1.116376,1.63475,-1.327615,34.86642,70.33609,0.9111089,-1.092997,1.635634,-1.39121,34.86642,70.33609,0.9111089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.3899477,-1.10535,1.633713,-1.358537,34.70092,69.8269,1.604478,-1.117537,1.632934,-1.326933,34.70092,69.8269,1.604478,-1.093164,1.634493,-1.390141,34.70092,69.8269,1.604478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.4132805,-1.106506,1.631784,-1.357718,35.82767,69.87135,2.831296,-1.119071,1.630427,-1.326282,35.82767,69.87135,2.831296,-1.093941,1.633141,-1.389153,35.82767,69.87135,2.831296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.4345418,-1.108352,1.628407,-1.356641,37.51002,69.50359,3.680968,-1.121432,1.626682,-1.325434,37.51002,69.50359,3.680968,-1.095273,1.630133,-1.387848,37.51002,69.50359,3.680968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.4519546,-1.1102,1.623027,-1.355232,39.8028,68.69877,3.829125,-1.12383,1.621289,-1.324263,39.8028,68.69877,3.829125,-1.09657,1.624765,-1.386202,39.8028,68.69877,3.829125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.4702092,-1.111374,1.61961,-1.35403,42.06182,67.72123,2.845839,-1.125245,1.618362,-1.323144,42.06182,67.72123,2.845839,-1.097502,1.620859,-1.384916,42.06182,67.72123,2.845839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.4833443,-1.111577,1.618582,-1.353639,42.87757,67.4025,2.26269,-1.125426,1.617602,-1.322733,42.87759,67.4025,2.262689,-1.097728,1.619562,-1.384544,42.87759,67.4025,2.262689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.5038427,-1.112342,1.615803,-1.352766,43.9782,67.22937,2.212729,-1.126283,1.614861,-1.321901,43.9782,67.22937,2.212729,-1.098401,1.616744,-1.383631,43.9782,67.22937,2.212729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.5169842,-1.112536,1.6123,-1.352009,45.58489,66.71336,1.894858,-1.126658,1.611516,-1.321221,45.58489,66.71336,1.894858,-1.098414,1.613084,-1.382796,45.58489,66.71336,1.894858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.5208245,-1.112305,1.609929,-1.350843,46.64162,66.48875,1.745135,-1.126503,1.60922,-1.320089,46.64162,66.48875,1.745135,-1.098108,1.610637,-1.381598,46.64162,66.48875,1.745135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.543321,-1.112392,1.609168,-1.351208,46.6196,66.32845,1.659997,-1.126642,1.608494,-1.320477,46.6196,66.32845,1.659997,-1.098141,1.609842,-1.381939,46.6196,66.32845,1.659997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.5468386,-1.112298,1.605825,-1.350953,47.70992,65.94349,1.448136,-1.126683,1.605248,-1.320282,47.70992,65.94349,1.448136,-1.097913,1.606401,-1.381623,47.70992,65.94349,1.448136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.562632,-1.112268,1.605667,-1.351261,48.14547,65.80206,1.088782,-1.12659,1.605238,-1.320559,48.14547,65.80206,1.088782,-1.097946,1.606097,-1.381963,48.14547,65.80206,1.088782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
