#Frame,Timer,HeadX,HeadY,HeadZ,HeadRX,HeadRY,HeadRZ,LHandX,LHandY,LHandZ,LHandRX,LHandRY,LHandRZ,RHandX,RHandY,RHandZ,RHandRX,RHandRY,RHandRZ,LEyeRX,LEyeRY,LEyeRZ,REyeRX,REyeRY,REyeRZ,LEyeConf,REyeConf
1.0,0.00763965,-1.006291,1.637026,0.2624495,353.8118,92.95348,356.029,-1.004792,1.639374,0.2964474,353.8118,92.95348,356.029,-1.00779,1.634677,0.2284516,353.8118,92.95348,356.029,1.42377,118.1811,1.60132e-07,1.280571,115.9959,5.337419e-08,0.5,0.5
2.0,0.02063265,-1.006489,1.636991,0.261736,353.7829,93.51714,355.9467,-1.004662,1.639388,0.2957144,353.7829,93.51714,355.9467,-1.008315,1.634594,0.2277575,353.7829,93.51714,355.9467,1.434257,118.773,-5.337758e-08,1.290208,116.5879,-5.337438e-08,0.5,0.5
3.0,0.0235029,-1.006638,1.636938,0.2609975,353.7513,94.0713,355.839,-1.004491,1.639399,0.2949528,353.7513,94.0713,355.839,-1.008785,1.634478,0.2270423,353.7513,94.0713,355.839,1.440449,119.3761,0.0,1.293456,117.1912,-5.337445e-08,0.5,0.5
4.0,0.0304058,-1.006797,1.636985,0.2603852,353.6844,94.47402,355.8059,-1.004417,1.639465,0.2943235,353.6844,94.47402,355.8059,-1.009178,1.634506,0.226447,353.6844,94.47402,355.8059,1.44473,119.8725,0.0,1.293966,117.6878,-5.337447e-08,0.5,0.5
5.0,0.037461,-1.00699,1.637051,0.2598189,353.6179,94.79469,355.8426,-1.00442,1.639509,0.293745,353.6179,94.79469,355.8426,-1.00956,1.634593,0.2258929,353.6179,94.79469,355.8426,1.389816,120.2798,1.067531e-07,1.237245,118.0953,1.601199e-07,0.5,0.5
6.0,0.04336595,-1.007212,1.637049,0.2594612,353.5477,95.01367,355.9208,-1.00451,1.63946,0.2933803,353.5477,95.01367,355.9208,-1.009914,1.634637,0.2255421,353.5477,95.01367,355.9208,1.167962,118.1295,5.337194e-08,0.9522375,115.053,-5.336822e-08,0.5,0.5
7.0,0.05026125,-1.007466,1.636963,0.259175,353.5181,95.16014,355.9304,-1.004678,1.639369,0.2930875,353.5181,95.16014,355.9304,-1.010254,1.634558,0.2252624,353.5181,95.16014,355.9304,1.102787,118.3089,0.0,0.8886962,115.2323,5.336727e-08,0.5,0.5
8.0,0.0571431,-1.007634,1.63691,0.2587187,353.4719,95.2647,355.9932,-1.004781,1.639278,0.2926285,353.4719,95.2647,355.9932,-1.010486,1.634542,0.2248089,353.4719,95.2647,355.9932,1.994403,116.8379,-5.33932e-08,1.773165,113.3181,-5.338641e-08,0.5,0.5
9.0,0.0637841,-1.007838,1.636917,0.2582843,353.3891,95.3648,356.0683,-1.004924,1.639241,0.292192,353.3891,95.3648,356.0683,-1.010751,1.634594,0.2243766,353.3891,95.3648,356.0683,1.917909,116.9442,0.0,1.699417,113.4244,-1.60153e-07,0.5,0.5
10.0,0.0702468,-1.007953,1.637123,0.2577458,353.2941,95.4874,356.1097,-1.004967,1.639421,0.2916489,353.2941,95.4874,356.1097,-1.010938,1.634824,0.2238426,353.2941,95.4874,356.1097,1.821763,117.0862,2.135513e-07,1.604832,113.5665,1.067636e-07,0.5,0.5
