#Frame,Timer,HeadX,HeadY,HeadZ,HeadRX,HeadRY,HeadRZ,LHandX,LHandY,LHandZ,LHandRX,LHandRY,LHandRZ,RHandX,RHandY,RHandZ,RHandRX,RHandRY,RHandRZ,LEyeRX,LEyeRY,LEyeRZ,REyeRX,REyeRY,REyeRZ,LEyeConf,REyeConf
1.0,0.0075849,0.7042804,1.55645,0.7125736,353.8504,253.7192,10.23455,0.7131456,1.550371,0.6798826,353.8504,253.7192,10.23455,0.6954151,1.56253,0.7452646,353.8504,253.7192,10.23455,3.476775,262.8679,-1.069185e-07,4.154091,259.2215,-2.140056e-07,0.5,0.5
2.0,0.019283,0.704535,1.556462,0.7124237,353.8593,253.2379,10.25143,0.7136739,1.550373,0.67981,353.8593,253.2379,10.25143,0.6953961,1.562551,0.7450373,353.8593,253.2379,10.25143,3.334868,263.2622,2.138054e-07,4.058394,259.3963,2.1398e-07,0.5,0.5
3.0,0.0238037,0.704711,1.556517,0.7123454,353.8651,252.7702,10.26477,0.7141152,1.55042,0.6798087,353.8651,252.7702,10.26477,0.6953068,1.562614,0.7448821,353.8651,252.7702,10.26477,3.349081,262.8022,0.0,4.074808,258.9366,2.139843e-07,0.5,0.5
4.0,0.03190985,0.7052261,1.55651,0.7119868,353.8722,251.8552,10.27511,0.7151484,1.550407,0.6796056,353.8722,251.8552,10.27511,0.6953037,1.562614,0.7443681,353.8722,251.8552,10.27511,3.346406,262.3307,0.0,4.072324,258.4652,-2.139837e-07,0.5,0.5
5.0,0.03985625,0.7053665,1.556633,0.7119495,353.8555,251.4214,10.27003,0.7155325,1.550533,0.6796433,353.8555,251.4214,10.27003,0.6952005,1.562733,0.7442557,353.8555,251.4214,10.27003,3.204412,262.0803,-1.068888e-07,3.971806,258.0051,0.0,0.5,0.5
6.0,0.04431725,0.7054878,1.556712,0.7119628,353.841,251.0446,10.22274,0.7158691,1.55064,0.6797198,353.841,251.0446,10.22274,0.6951066,1.562785,0.7442057,353.841,251.0446,10.22274,3.185406,261.6654,-2.137737e-07,3.950265,257.5899,0.0,0.5,0.5
7.0,0.04921555,0.7055702,1.556806,0.7120209,353.8375,250.6596,10.20686,0.716169,1.550743,0.679847,353.8375,250.6596,10.20686,0.6949714,1.562869,0.7441947,353.8375,250.6596,10.20686,3.016673,262.1362,0.0,3.745124,258.2749,2.139002e-07,0.5,0.5
8.0,0.0558977,0.7056411,1.5569,0.7120123,353.8072,250.3169,10.18626,0.7164311,1.550849,0.6798997,353.8072,250.3169,10.18626,0.694851,1.56295,0.7441249,353.8072,250.3169,10.18626,3.002678,261.7788,-1.068684e-07,3.729448,257.9172,2.138964e-07,0.5,0.5
9.0,0.06216025,0.7055486,1.556882,0.7120895,353.7807,250.4159,10.14095,0.7162849,1.550858,0.6799538,353.7807,250.4159,10.14095,0.6948124,1.562905,0.7442251,353.7807,250.4159,10.14095,2.990731,261.4193,1.068673e-07,3.715294,257.5573,0.0,0.5,0.5
10.0,0.06893884,0.7055776,1.556947,0.7120155,353.7398,250.1084,10.06866,0.7164891,1.550966,0.6799309,353.7398,250.1084,10.06866,0.6946661,1.562927,0.7441001,353.7398,250.1084,10.06866,2.971784,261.495,1.068654e-07,3.692184,257.6324,-2.138873e-07,0.5,0.5
