#Frame,Timer,HeadX,HeadY,HeadZ,HeadRX,HeadRY,HeadRZ,LHandX,LHandY,LHandZ,LHandRX,LHandRY,LHandRZ,RHandX,RHandY,RHandZ,RHandRX,RHandRY,RHandRZ,LEyeRX,LEyeRY,LEyeRZ,REyeRX,REyeRY,REyeRZ,LEyeConf,REyeConf
1.0,0.0076342,-0.278413,1.47227,-0.5780114,340.2995,55.07679,350.5168,-0.2991908,1.477552,-0.5515564,340.2995,55.07679,350.5168,-0.2576352,1.466988,-0.6044664,340.2995,55.07679,350.5168,347.1854,70.7019,0.0,346.4813,67.61228,4.390513e-07,0.5,0.5
2.0,0.01723825,-0.2752505,1.472489,-0.5801701,340.2918,55.35715,350.5241,-0.2958984,1.477766,-0.5536127,340.2918,55.35715,350.5241,-0.2546026,1.467211,-0.6067275,340.2918,55.35715,350.5241,347.1363,71.03004,8.757528e-07,346.4345,67.93927,-4.391377e-07,0.5,0.5
3.0,0.0225673,-0.2722834,1.472539,-0.5824628,340.3109,55.56696,350.5409,-0.2928306,1.477808,-0.5558258,340.3109,55.56696,350.5409,-0.2517361,1.46727,-0.6090999,340.3109,55.56696,350.5409,346.9046,71.30975,-4.382848e-07,346.2014,68.22133,4.395728e-07,0.5,0.5
4.0,0.0293541,-0.2691613,1.472477,-0.5848449,340.3545,55.66034,350.7102,-0.2896434,1.477654,-0.5581398,340.3545,55.66034,350.7102,-0.2486791,1.4673,-0.61155,340.3545,55.66034,350.7102,346.9307,71.48711,8.764769e-07,346.2297,68.39851,-4.395196e-07,0.5,0.5
5.0,0.03611955,-0.2659661,1.472325,-0.5873994,340.386,55.66644,351.1548,-0.2863942,1.477257,-0.5606068,340.386,55.66644,351.1548,-0.2455379,1.467393,-0.6141921,340.386,55.66644,351.1548,345.1411,71.60801,0.0,344.4269,68.4882,0.0,0.5,0.5
6.0,0.043166,-0.2628958,1.472554,-0.5897292,340.3683,55.80532,351.3938,-0.2832333,1.477353,-0.5628436,340.3683,55.80532,351.3938,-0.2425583,1.467755,-0.6166148,340.3683,55.80532,351.3938,345.0712,71.68059,4.41799e-07,344.3772,68.55502,8.865259e-07,0.5,0.5
7.0,0.04982275,-0.2597934,1.472833,-0.5922937,340.2405,55.92071,351.6772,-0.2800528,1.477471,-0.5653211,340.2405,55.92071,351.6772,-0.239534,1.468194,-0.6192663,340.2405,55.92071,351.6772,344.4846,69.81947,0.0,343.8302,66.67608,-8.889395e-07,0.5,0.5
8.0,0.0567213,-0.2569424,1.473069,-0.5947589,340.1366,56.07605,351.8424,-0.2771161,1.477613,-0.567706,340.1366,56.07605,351.8424,-0.2367688,1.468525,-0.6218117,340.1366,56.07605,351.8424,344.2907,69.98529,1.773802e-06,343.646,66.83676,0.0,0.5,0.5
9.0,0.06333695,-0.2541535,1.473713,-0.5972584,339.9701,56.1316,351.9534,-0.2742984,1.478191,-0.5701733,339.9701,56.1316,351.9534,-0.2340085,1.469234,-0.6243436,339.9701,56.1316,351.9534,344.1655,70.15534,8.874489e-07,343.5258,67.00378,8.903238e-07,0.5,0.5
10.0,0.07044096,-0.2516148,1.473958,-0.5996382,339.7909,56.16034,351.9805,-0.2717545,1.478416,-0.5725458,339.7909,56.16034,351.9805,-0.2314751,1.4695,-0.6267306,339.7909,56.16034,351.9805,347.0659,65.50687,0.0,346.534,62.38697,-4.389545e-07,0.5,0.5
