#Frame,Timer,HeadX,HeadY,HeadZ,HeadRX,HeadRY,HeadRZ,LHandX,LHandY,LHandZ,LHandRX,LHandRY,LHandRZ,RHandX,RHandY,RHandZ,RHandRX,RHandRY,RHandRZ,LEyeRX,LEyeRY,LEyeRZ,REyeRX,REyeRY,REyeRZ,LEyeConf,REyeConf
1.0,0.0172725,-0.8615499,1.542063,-0.6054675,20.58932,58.30604,359.5437,-0.8787541,1.542309,-0.5774296,20.58932,58.30604,359.5437,-0.8443457,1.541818,-0.6335054,20.58932,58.30604,359.5437,31.83499,57.13962,2.009894e-06,31.7791,52.80013,1.004339e-06,0.5,0.5
2.0,0.03684385,-0.8753809,1.539626,-0.6051152,21.38593,59.51859,359.5239,-0.8919814,1.539881,-0.5767158,21.38593,59.51859,359.5239,-0.8587804,1.539371,-0.6335146,21.38593,59.51859,359.5239,31.99397,59.01273,1.006685e-06,31.92811,54.65807,0.0,0.5,0.5
3.0,0.066096,-0.8823388,1.538505,-0.6057127,22.17971,60.09256,359.7034,-0.898685,1.538663,-0.5771655,22.17971,60.09256,359.7034,-0.8659927,1.538348,-0.6342599,22.17971,60.09256,359.7034,29.79957,60.33826,-1.967744e-06,29.73008,55.78318,-9.831897e-07,0.5,0.5
4.0,0.0825481,-0.8988252,1.535806,-0.6068895,23.31236,61.49762,359.8851,-0.9145002,1.535866,-0.5779679,23.31236,61.49762,359.8851,-0.8831502,1.535745,-0.6358112,23.31236,61.49762,359.8851,30.28081,60.96437,1.977324e-06,30.21647,56.38906,-9.88015e-07,0.5,0.5
5.0,0.09676705,-0.910621,1.535215,-0.6087913,24.10197,62.23259,0.0188578,-0.9259508,1.535205,-0.5796852,24.10197,62.23259,0.0188578,-0.8952912,1.535225,-0.6378974,24.10197,62.23259,0.0188578,29.37348,62.29564,-9.797262e-07,29.32231,57.73885,0.0,0.5,0.5
6.0,0.120713,-0.9154686,1.536349,-0.6106299,24.37106,62.17693,0.05043579,-0.9308333,1.536322,-0.5815423,24.37106,62.17693,0.05043579,-0.9001039,1.536375,-0.6397176,24.37106,62.17693,0.05043579,28.5218,62.84761,-1.943408e-06,28.47368,58.07017,-1.942522e-06,0.5,0.5
7.0,0.1375424,-0.9239621,1.537674,-0.6138192,24.45226,62.41863,0.159182,-0.9392268,1.537591,-0.584679,24.45226,62.41863,0.159182,-0.9086973,1.537757,-0.6429594,24.45226,62.41863,0.159182,28.67757,63.0225,9.731453e-07,28.63223,58.23788,9.727247e-07,0.5,0.5
8.0,0.1457957,-0.9290897,1.539005,-0.6164076,24.41394,62.55681,0.2113701,-0.944295,1.538895,-0.5872365,24.41394,62.55681,0.2113701,-0.9138844,1.539116,-0.6455787,24.41394,62.55681,0.2113701,27.73363,63.36446,9.645845e-07,27.70277,58.86019,1.928623e-06,0.5,0.5
9.0,0.1714879,-0.9311893,1.539769,-0.6202816,23.80653,62.21068,0.268003,-0.9465811,1.539628,-0.5912086,23.80653,62.21068,0.268003,-0.9157975,1.539909,-0.6493547,23.80653,62.21068,0.268003,26.6981,63.2322,-1.91132e-06,26.6758,58.76705,-9.554731e-07,0.5,0.5
10.0,0.1894576,-0.9361906,1.541303,-0.6282858,23.2543,61.97747,0.2404464,-0.9516939,1.541176,-0.599272,23.2543,61.97747,0.2404464,-0.9206873,1.54143,-0.6572995,23.2543,61.97747,0.2404464,25.29029,63.5975,0.0,25.27399,58.68399,-9.441511e-07,0.5,0.5
11.0,0.1943235,-0.9378484,1.541755,-0.6322299,22.98621,61.83965,0.2042516,-0.9534138,1.541647,-0.6032493,22.98621,61.83965,0.2042516,-0.9222831,1.541863,-0.6612105,22.98621,61.83965,0.2042516,23.68329,63.38967,0.0,23.65973,58.0463,-9.321234e-07,0.5,0.5
12.0,0.2173866,-0.936175,1.541823,-0.6353474,23.223,61.3492,359.7784,-0.9519036,1.54194,-0.6064551,23.223,61.3492,359.7784,-0.9204463,1.541706,-0.6642396,23.223,61.3492,359.7784,23.64453,63.18096,-9.320151e-07,23.59889,57.84,9.316904e-07,0.5,0.5
13.0,0.2357421,-0.9348749,1.542686,-0.6500005,23.28778,60.2504,359.075,-0.951014,1.543174,-0.6213394,23.28778,60.2504,359.075,-0.9187358,1.542199,-0.6786616,23.28778,60.2504,359.075,24.00512,62.94273,-1.869217e-06,23.9456,57.58738,1.868354e-06,0.5,0.5
14.0,0.2445095,-0.9327441,1.542933,-0.6583946,23.31262,59.59747,358.7152,-0.949136,1.54361,-0.6298812,23.31262,59.59747,358.7152,-0.9163522,1.542256,-0.6869079,23.31262,59.59747,358.7152,24.02133,61.8655,0.0,23.9069,56.51168,-9.338972e-07,0.5,0.5
15.0,0.2698618,-0.9288366,1.542959,-0.6635275,23.11799,58.96441,358.2422,-0.9454495,1.543887,-0.6351494,23.11799,58.96441,358.2422,-0.9122237,1.542031,-0.6919056,23.11799,58.96441,358.2422,23.96507,60.68685,-9.343181e-07,23.80481,55.58375,9.331615e-07,0.5,0.5
16.0,0.2876675,-0.9188414,1.542945,-0.6818736,22.60878,57.30014,356.9709,-0.9360261,1.54455,-0.6538686,22.60878,57.30014,356.9709,-0.9016567,1.541341,-0.7098786,22.60878,57.30014,356.9709,23.80251,60.77063,1.86629e-06,23.64216,55.91994,0.0,0.5,0.5
17.0,0.2974369,-0.9129282,1.542397,-0.6924523,22.26323,56.3886,356.3109,-0.9304326,1.544356,-0.6646687,22.26323,56.3886,356.3109,-0.8954237,1.540438,-0.7202358,22.26323,56.3886,356.3109,23.34047,59.16649,0.0,23.08753,54.33915,9.281086e-07,0.5,0.5
18.0,0.3222903,-0.9116502,1.541621,-0.6933375,22.28897,56.03716,356.0638,-0.9292741,1.54371,-0.6656392,22.28897,56.03716,356.0638,-0.8940262,1.539532,-0.7210358,22.28897,56.03716,356.0638,23.21541,57.93232,9.28995e-07,22.89336,53.10331,9.267753e-07,0.5,0.5
19.0,0.3405938,-0.8927225,1.538418,-0.7205731,21.81245,53.44215,354.3943,-0.9112639,1.541402,-0.6935642,21.81245,53.44215,354.3943,-0.8741812,1.535435,-0.7475821,21.81245,53.44215,354.3943,23.59005,56.37308,0.0,23.19877,51.29292,0.0,0.5,0.5
20.0,0.3487236,-0.8808837,1.536091,-0.7366974,21.61191,51.98368,353.6109,-0.899956,1.539494,-0.7101111,21.61191,51.98368,353.6109,-0.8618114,1.532688,-0.7632837,21.61191,51.98368,353.6109,23.14036,53.75853,0.0,22.6173,48.71192,9.249041e-07,0.5,0.5
21.0,0.376028,-0.8766037,1.534484,-0.7429039,21.87318,51.39336,353.938,-0.8960039,1.537708,-0.7165333,21.87318,51.39336,353.938,-0.8572035,1.53126,-0.7692745,21.87318,51.39336,353.938,24.28296,51.09943,9.366426e-07,23.68737,46.03576,9.323206e-07,0.5,0.5
22.0,0.3920612,-0.8563807,1.529334,-0.7689133,21.72078,49.22546,353.7554,-0.8767344,1.532658,-0.7432844,21.72078,49.22546,353.7554,-0.836027,1.52601,-0.7945423,21.72078,49.22546,353.7554,24.50981,50.36418,9.38326e-07,23.90733,45.29459,9.339003e-07,0.5,0.5
23.0,0.4102195,-0.8398972,1.525516,-0.7873461,21.30249,47.55976,353.8647,-0.8610266,1.528792,-0.7623463,21.30249,47.55976,353.8647,-0.8187678,1.52224,-0.8123458,21.30249,47.55976,353.8647,24.26164,48.20432,-9.364854e-07,23.68256,43.38759,-1.864572e-06,0.5,0.5
24.0,0.4310258,-0.8315056,1.523346,-0.7986449,21.41487,46.55158,354.174,-0.8531264,1.526455,-0.7740473,21.41487,46.55158,354.174,-0.8098848,1.520237,-0.8232425,21.41487,46.55158,354.174,23.68976,46.26493,0.0,23.17888,41.94744,-9.287413e-07,0.5,0.5
25.0,0.4507814,-0.8163325,1.519045,-0.817475,21.52011,44.29268,354.4724,-0.8389579,1.521993,-0.7937775,21.52011,44.29268,354.4724,-0.7937071,1.516097,-0.8411725,21.52011,44.29268,354.4724,22.99616,45.19648,1.854959e-06,22.5048,40.89649,9.241499e-07,0.5,0.5
26.0,0.4689594,-0.8067208,1.51767,-0.8291511,21.71406,42.94994,354.2556,-0.8298483,1.520729,-0.8059578,21.71406,42.94994,354.2556,-0.7835933,1.514611,-0.8523444,21.71406,42.94994,354.2556,22.66776,43.1932,9.252439e-07,22.05833,37.94372,-4.606019e-07,0.5,0.5
27.0,0.4832474,-0.7958457,1.515988,-0.8431998,22.42093,41.61666,353.6883,-0.819374,1.519331,-0.8204532,22.42093,41.61666,353.6883,-0.7723175,1.512645,-0.8659465,22.42093,41.61666,353.6883,22.70954,41.25528,9.255261e-07,22.12111,36.49103,-4.608068e-07,0.5,0.5
