#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.0075587 -0.9565263 1.628268 0.05705742 359.9838 117.4126 357.5921 -0.9408356 1.629701 0.08731246 359.9838 117.4126 357.5921 -0.972217 1.626835 0.02680237 359.9838 117.4126 357.5921 5.14553 131.8188 0 5.069951 128.2708 -2.142818E-07 0.5 0.5
2 0.01703485 -0.9566734 1.627951 0.05752273 0.068486 117.2368 357.6969 -0.9410726 1.629322 0.08782712 0.068486 117.2368 357.6969 -0.9722742 1.62658 0.02721834 0.068486 117.2368 357.6969 5.008993 132.1838 0 4.931488 128.6366 -2.142365E-07 0.5 0.5
3 0.03063365 -0.9565521 1.628312 0.05383224 359.872 117.3162 357.8381 -0.9409118 1.629598 0.08411995 359.872 117.3162 357.8381 -0.9721924 1.627025 0.02354454 359.872 117.3162 357.8381 5.043487 131.9718 -2.14273E-07 4.97693 128.4241 2.142512E-07 0.5 0.5
4 0.0351237 -0.956464 1.629418 0.04172418 359.1004 118.3698 357.6545 -0.9402882 1.630814 0.07172446 359.1004 118.3698 357.6545 -0.9726397 1.628022 0.01172389 359.1004 118.3698 357.6545 6.303223 130.0962 0 6.234462 126.1105 0 0.5 0.5
5 0.04302605 -0.9563767 1.629231 0.03830836 358.837 118.6291 357.4921 -0.9400747 1.630724 0.06823556 358.837 118.6291 357.4921 -0.9726787 1.627739 0.008381167 358.837 118.6291 357.4921 5.606639 131.0573 0 5.510207 127.0773 -2.144343E-07 0.5 0.5
6 0.05112345 -0.9566922 1.629002 0.03515388 358.6826 118.8639 357.3697 -0.9402742 1.630568 0.06501389 358.6826 118.8639 357.3697 -0.9731102 1.627437 0.005293876 358.6826 118.8639 357.3697 8.262982 129.7748 0 8.179244 125.7917 -2.156369E-07 0.5 0.5
7 0.05542725 -0.9568948 1.629042 0.03220677 358.6399 118.9972 357.3573 -0.9404088 1.630615 0.06202888 358.6399 118.9972 357.3573 -0.9733809 1.62747 0.002384668 358.6399 118.9972 357.3573 8.131427 130.0206 0 8.041476 126.0391 -6.46689E-07 0.5 0.5
8 0.0628729 -0.9571248 1.629252 0.02917617 358.5707 119.1103 357.2966 -0.9405832 1.63086 0.05896556 358.5707 119.1103 357.2966 -0.9736664 1.627644 -0.0006132126 358.5707 119.1103 357.2966 8.12272 129.4637 0 8.037733 125.9171 2.15561E-07 0.5 0.5
9 0.0704357 -0.9572215 1.629335 0.02630452 358.5409 119.284 357.175 -0.9405937 1.631015 0.05604188 358.5409 119.284 357.175 -0.9738494 1.627654 -0.003432842 358.5409 119.284 357.175 8.081638 129.58 -4.311689E-07 7.990769 126.0339 -2.155362E-07 0.5 0.5
10 0.07638291 -0.9574385 1.629213 0.02336067 358.5063 119.5225 357.0262 -0.9406921 1.630982 0.05302628 358.5063 119.5225 357.0262 -0.9741849 1.627444 -0.006304942 358.5063 119.5225 357.0262 8.052656 129.7652 0 7.952446 126.2197 0 0.5 0.5
11 0.084361 -0.9576306 1.629153 0.02054478 358.5387 119.8338 356.9066 -0.9407259 1.630993 0.05011611 358.5387 119.8338 356.9066 -0.9745353 1.627312 -0.009026552 358.5387 119.8338 356.9066 8.623501 128.652 -4.317679E-07 8.500923 124.8978 -4.316289E-07 0.5 0.5
12 0.0898666 -0.9578419 1.62896 0.01760381 358.5747 120.1482 356.809 -0.9407769 1.630858 0.04707932 358.5747 120.1482 356.809 -0.9749068 1.627061 -0.0118717 358.5747 120.1482 356.809 8.622557 128.9219 4.317669E-07 8.493677 125.168 2.158104E-07 0.5 0.5
13 0.09655015 -0.9578673 1.628672 0.01785664 358.7696 120.2481 356.7841 -0.9407461 1.630585 0.04729857 358.7696 120.2481 356.7841 -0.9749884 1.626759 -0.01158528 358.7696 120.2481 356.7841 8.749114 128.5546 -2.159563E-07 8.615789 125.0174 4.317592E-07 0.5 0.5
14 0.108753 -0.9582254 1.627942 0.01508565 359.1148 120.7825 356.6033 -0.9408251 1.629963 0.04435622 359.1148 120.7825 356.6033 -0.9756258 1.625921 -0.01418492 359.1148 120.7825 356.6033 8.94593 128.6721 0 8.811888 125.133 0 0.5 0.5
15 0.1166763 -0.958688 1.626763 0.009569909 359.5327 121.5915 356.3675 -0.9408691 1.628924 0.0385774 359.5327 121.5915 356.3675 -0.9765069 1.624602 -0.01943759 359.5327 121.5915 356.3675 9.462003 128.4784 -4.327748E-07 9.305499 124.7176 8.651589E-07 0.5 0.5
16 0.1254231 -0.9589924 1.625638 0.007185987 0.03940166 122.142 356.2294 -0.9408821 1.627882 0.03600626 0.03940155 122.142 356.2294 -0.9771026 1.623395 -0.02163428 0.03940155 122.142 356.2294 10.01414 129.3181 4.334911E-07 9.84442 125.5517 4.332664E-07 0.5 0.5
17 0.1311316 -0.959366 1.624188 0.004673023 0.777477 122.7068 356.1247 -0.9409499 1.626493 0.03329381 0.777477 122.7068 356.1247 -0.9777822 1.621883 -0.02394776 0.777477 122.7068 356.1247 10.99169 129.7932 4.348644E-07 10.81974 126.021 4.34613E-07 0.5 0.5
18 0.1390287 -0.9595813 1.622599 0.002288813 1.613268 123.2806 356.1011 -0.9408515 1.624917 0.03070427 1.613268 123.2806 356.1011 -0.9783111 1.62028 -0.02612665 1.613268 123.2806 356.1011 11.77779 130.3964 0 11.60696 126.6137 -4.357985E-07 0.5 0.5
19 0.1445188 -0.9597262 1.621121 -8.490868E-05 2.399649 123.8095 356.117 -0.9407084 1.623429 0.02813951 2.399649 123.8095 356.117 -0.9787439 1.618813 -0.02830933 2.399649 123.8095 356.117 16.98001 135.6254 -8.926889E-07 16.93832 132.0345 -4.462454E-07 0.5 0.5
20 0.1520775 -0.9597268 1.618978 -0.002102302 3.52382 124.3345 356.1822 -0.9404143 1.621245 0.02592464 3.523821 124.3345 356.1822 -0.9790393 1.616711 -0.03012924 3.523821 124.3345 356.1822 17.92349 136.2363 -4.486611E-07 17.89519 132.6264 -4.485894E-07 0.5 0.5
21 0.1585977 -0.9596242 1.616732 -0.004003013 4.653975 124.8067 356.2178 -0.9400454 1.618975 0.02384043 4.653975 124.8067 356.2178 -0.9792031 1.614489 -0.03184646 4.653975 124.8067 356.2178 18.89386 136.8313 4.511973E-07 18.88042 133.2008 4.511611E-07 0.5 0.5
22 0.1668361 -0.9593525 1.614153 -0.005608192 5.990287 125.1918 356.2919 -0.9395463 1.616347 0.0220779 5.990287 125.1918 356.2919 -0.9791587 1.611959 -0.03329428 5.990287 125.1918 356.2919 30.58028 139.0137 9.917023E-07 30.69702 136.663 -9.928998E-07 0.5 0.5
23 0.1723382 -0.9590392 1.611606 -0.007226389 7.32491 125.5346 356.352 -0.9390285 1.613759 0.02031559 7.32491 125.5346 356.352 -0.9790498 1.609454 -0.03476837 7.32491 125.5346 356.352 31.70338 139.6058 -1.003519E-06 31.83295 137.2278 -1.004925E-06 0.5 0.5
24 0.1833879 -0.9586443 1.608691 -0.008450468 8.789517 125.7675 356.4449 -0.9384821 1.610781 0.01898555 8.789517 125.7675 356.4449 -0.9788066 1.606601 -0.03588649 8.789517 125.7675 356.4449 36.06436 140.0436 -1.056185E-06 36.22389 137.6589 2.11667E-06 0.5 0.5
25 0.1889834 -0.9582466 1.605634 -0.009575697 10.30479 125.95 356.5754 -0.9379609 1.607639 0.01777555 10.30479 125.95 356.5754 -0.9785323 1.60363 -0.03692695 10.30479 125.95 356.5754 37.5934 140.5708 -2.155014E-06 37.7737 138.1398 -1.08013E-06 0.5 0.5
26 0.1928871 -0.9577508 1.602314 -0.01036462 12.03292 125.9732 356.7125 -0.9374161 1.604227 0.01695684 12.03292 125.9732 356.7125 -0.9780855 1.600401 -0.03768608 12.03292 125.9732 356.7125 38.91268 141.1114 -1.097248E-06 39.11272 138.6378 -1.100356E-06 0.5 0.5
27 0.2012921 -0.9572482 1.599043 -0.01112337 13.63631 125.9934 356.8801 -0.9368765 1.600848 0.01617786 13.63631 125.9934 356.8801 -0.9776199 1.597239 -0.03842461 13.63631 125.9934 356.8801 41.16363 136.5761 0 41.26966 134.2728 1.135921E-06 0.5 0.5
28 0.2066572 -0.9568163 1.595755 -0.01138854 15.38001 125.9317 357.0872 -0.9364523 1.597426 0.01592694 15.38001 125.9317 357.0872 -0.9771802 1.594084 -0.03870402 15.38001 125.9317 357.0872 42.68071 136.9834 0 42.80338 134.6257 0 0.5 0.5
29 0.2130933 -0.9562789 1.59231 -0.01161311 17.08626 125.7683 357.3174 -0.9359815 1.593836 0.01576033 17.08626 125.7683 357.3174 -0.9765763 1.590784 -0.03898655 17.08626 125.7683 357.3174 44.37164 136.5056 -2.388783E-06 44.49645 134.0833 2.39389E-06 0.5 0.5
30 0.2215398 -0.9555897 1.589313 -0.01168434 18.6901 125.5452 357.5927 -0.9354028 1.59067 0.01577963 18.6901 125.5452 357.5927 -0.9757765 1.587956 -0.0391483 18.6901 125.5452 357.5927 46.01297 136.7756 0 46.1623 134.2844 0 0.5 0.5
31 0.225986 -0.9543667 1.586724 -0.01157396 20.15894 125.2111 357.8151 -0.9343462 1.587945 0.01601788 20.15894 125.2111 357.8151 -0.9743872 1.585503 -0.03916581 20.15894 125.2111 357.8151 47.4641 137.1818 0 47.63383 134.6247 -2.533955E-06 0.5 0.5
