#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.0411228 -0.8745639 1.609804 -0.6100602 353.5911 302.2261 359.8586 -0.8920985 1.609885 -0.6378936 353.5911 302.2261 359.8586 -0.8570293 1.609723 -0.5822268 353.5911 302.2261 359.8586 11.22787 301.4424 0 11.2376 298.2489 0 0.5 0.5
2 0.08420645 -0.8766069 1.605547 -0.5964995 355.9597 304.8829 359.3608 -0.895398 1.605913 -0.6234982 355.9597 304.8829 359.3608 -0.8578158 1.605181 -0.5695008 355.9597 304.8829 359.3608 12.26383 303.0968 8.737118E-07 12.23577 300.0926 4.368095E-07 0.5 0.5
3 0.1280283 -0.8761939 1.598916 -0.584774 0.6615864 306.945 0.1770772 -0.8959652 1.598814 -0.6110657 0.6615864 306.945 0.1770772 -0.8564227 1.599017 -0.5584823 0.6615864 306.945 0.1770772 15.9239 301.0577 4.439214E-07 15.8271 297.7995 -4.437082E-07 0.5 0.5
4 0.1663726 -0.8786359 1.591209 -0.571331 7.092374 308.7501 0.6465948 -0.8991895 1.59084 -0.5970133 7.092374 308.7501 0.6465948 -0.8580824 1.591577 -0.5456486 7.092374 308.7501 0.6465948 18.77345 300.459 9.01748E-07 18.64528 297.3399 -1.80213E-06 0.5 0.5
5 0.2060242 -0.8820269 1.586054 -0.5628431 9.447089 307.5887 1.205718 -0.9019988 1.585371 -0.588974 9.447089 307.5887 1.205718 -0.8620549 1.586736 -0.5367122 9.447089 307.5887 1.205718 28.75404 293.383 -9.738571E-07 28.46623 290.7231 0 0.5 0.5
6 0.2480891 -0.8819904 1.581384 -0.5596365 11.83838 305.4156 1.500539 -0.9009033 1.580541 -0.5865393 11.83838 305.4156 1.500539 -0.8630774 1.582227 -0.5327338 11.83838 305.4156 1.500539 28.67241 291.1794 -9.730975E-07 28.32283 288.0769 9.698794E-07 0.5 0.5
7 0.2907511 -0.8801534 1.580854 -0.5543078 13.07525 303.3112 1.560909 -0.8980435 1.579981 -0.5819004 13.07525 303.3112 1.560909 -0.8622633 1.581727 -0.5267153 13.07525 303.3112 1.560909 32.28878 291.7415 0 31.99108 288.802 2.013307E-06 0.5 0.5
8 0.3239304 -0.8771359 1.581185 -0.5513366 11.94179 303.7567 0.7733101 -0.8953373 1.580751 -0.5787354 11.94179 303.7567 0.7733101 -0.8589346 1.58162 -0.5239379 11.94179 303.7567 0.7733101 31.16983 291.619 1.995644E-06 30.82588 287.9706 1.98846E-06 0.5 0.5
9 0.3661162 -0.8708823 1.578286 -0.5462974 10.77919 305.3824 0.7142859 -0.8898662 1.577883 -0.5731603 10.77919 305.3824 0.7142859 -0.8518983 1.578689 -0.5194345 10.77919 305.3824 0.7142859 30.78997 292.7715 2.981576E-06 30.48111 289.394 -3.962763E-06 0.5 0.5
10 0.4052665 -0.8659558 1.575688 -0.546027 11.37737 305.4289 0.7263106 -0.8849569 1.575279 -0.5728776 11.37737 305.4289 0.7263106 -0.8469546 1.576097 -0.5191764 11.37737 305.4289 0.7263106 30.94165 293.6296 -9.954322E-07 30.63026 290.2182 0 0.5 0.5
11 0.4426708 -0.8633283 1.575727 -0.5457557 11.8039 304.9644 0.1911474 -0.8821617 1.57562 -0.5727273 11.8039 304.9644 0.1911474 -0.844495 1.575835 -0.5187842 11.8039 304.9644 0.1911474 31.06026 292.8228 9.966711E-07 30.69283 289.2422 0 0.5 0.5
12 0.4813641 -0.862253 1.573328 -0.5479721 12.30461 303.9001 0.7304412 -0.8805251 1.572918 -0.5753241 12.30461 303.9001 0.7304412 -0.8439809 1.573738 -0.5206201 12.30461 303.9001 0.7304412 30.64031 292.5092 -9.923173E-07 30.32775 289.3938 1.978272E-06 0.5 0.5
