#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.00144755 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
2 0.00589665 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
3 0.0087319 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
4 0.01152245 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
5 0.0226375 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
6 0.02553735 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
7 0.0282716 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
8 0.03960145 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
9 0.0423029 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
10 0.04506245 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
11 0.0560881 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
12 0.058992 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
13 0.0617551 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
14 0.0727859 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
15 0.0755001 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
16 0.07825385 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
17 0.0901614 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
18 0.09312485 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
19 0.09576085 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
20 0.1075599 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
21 0.1102382 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
22 0.1130983 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
23 0.1241844 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
24 0.1272191 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
25 0.1282099 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
26 0.1395541 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
27 0.1406443 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
28 0.1415588 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
29 0.1521783 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
30 0.1533995 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
31 0.15434 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
32 0.1647451 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
33 0.1660667 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
34 0.1686987 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
35 0.1714536 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
36 0.1725303 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
37 0.183266 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
38 0.1842705 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
39 0.1853258 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
40 0.186398 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 -6.970256E-06 0 0.0001258453 0 0 0 0 0 0 0 0 0 0 0
