#Frame, Timer, HeadX, HeadY, HeadZ, HeadRX, HeadRY, HeadRZ, LHandX, LHandY, LHandZ, LHandRX, LHandRY, LHandRZ, RHandX, RHandY, RHandZ, RHandRX, RHandRY, RHandRZ, LEyeRX, LEyeRY, LEyeRZ, REyeRX, REyeRY, REyeRZ, LEyeConf, REyeConf
1 0.1666667 0.6585252 1.48815 0.9232067 3.589376 212.3909 4.234691 0.6867636 1.485686 0.9054754 3.589376 212.3909 4.234691 0.6302867 1.490614 0.9409381 3.589376 212.3909 4.234691 13.24781 216.9349 4.385577E-07 13.61131 212.4592 4.392225E-07 0.5 0.5
2 0.3333333 0.6521196 1.492241 0.9239069 359.5634 219.4872 1.876835 0.6779043 1.491146 0.9026505 359.5634 219.4872 1.876835 0.626335 1.493336 0.9451632 359.5634 219.4872 1.876835 349.09 213.0007 -6.521167E-07 349.2998 209.4687 -2.172204E-07 0.5 0.5
3 0.5 0.59079 1.500061 0.9243534 356.1737 211.0499 0.6512202 0.6194193 1.499682 0.9070876 356.1737 211.0499 0.6512202 0.5621608 1.50044 0.9416191 356.1737 211.0499 0.6512202 349.5366 207.117 2.170528E-07 349.6362 203.7674 -2.169835E-07 0.5 0.5
4 0.6666667 0.3231527 1.482719 0.9486033 11.12635 203.0276 7.086193 0.3539996 1.478672 0.9363569 11.12635 203.0276 7.086193 0.2923058 1.486766 0.9608496 11.12635 203.0276 7.086193 14.76721 204.088 2.207344E-07 15.12854 200.9129 0 0.5 0.5
5 0.8333334 0.2790253 1.486717 0.9426757 7.987056 206.6806 5.148262 0.3089667 1.483746 0.928096 7.987056 206.6806 5.148262 0.2490839 1.489688 0.9572554 7.987056 206.6806 5.148262 9.417456 206.5449 2.163594E-07 9.683098 203.4165 2.165282E-07 0.5 0.5
6 1 0.1697423 1.486863 0.9541504 7.151958 204.9524 7.63868 0.2000207 1.482453 0.9406723 7.151958 204.9524 7.63868 0.139464 1.491273 0.9676285 7.151958 204.9524 7.63868 8.396547 203.2873 0 8.760705 200.1798 4.319261E-07 0.5 0.5
7 1.166667 0.07777935 1.493559 0.9826887 9.542859 189.8791 6.480987 0.1106152 1.489837 0.9776053 9.542859 189.8791 6.480987 0.04494353 1.49728 0.9877721 9.542859 189.8791 6.480987 13.65817 195.65 -2.196549E-07 14.05893 192.4999 2.200342E-07 0.5 0.5
8 1.333333 0.1132164 1.49555 1.023969 9.008547 171.863 1.323941 0.1462886 1.494787 1.02882 9.008547 171.863 1.323941 0.08014415 1.496313 1.019119 9.008547 171.863 1.323941 10.33259 167.6002 -2.169618E-07 10.3306 164.2265 -2.169605E-07 0.5 0.5
9 1.5 0.1444758 1.499264 1.063074 6.981072 147.1286 2.122959 0.1724564 1.498034 1.081335 6.981072 147.1286 2.122959 0.1164952 1.500493 1.044813 6.981072 147.1286 2.122959 6.539311 142.0459 0 6.62594 138.2526 0 0.5 0.5
10 1.666667 0.1439768 1.50504 1.076504 3.096769 127.6493 2.55706 0.1643156 1.503551 1.102999 3.096769 127.6493 2.55706 0.1236381 1.50653 1.050008 3.096769 127.6493 2.55706 3.510707 134.6972 2.138447E-07 3.683481 131.3755 0 0.5 0.5
11 1.833333 0.1348173 1.507556 1.060633 1.553935 134.6316 2.624903 0.1582525 1.506026 1.084431 1.553935 134.6316 2.624903 0.111382 1.509087 1.036835 1.553935 134.6316 2.624903 5.242457 134.9182 4.2868E-07 5.387304 131.5939 -4.287808E-07 0.5 0.5
12 2 0.135461 1.520595 1.055151 350.0738 129.9056 0.9960315 0.1569838 1.520022 1.080731 350.0738 129.9056 0.9960315 0.1139382 1.521167 1.029572 350.0738 129.9056 0.9960315 346.912 130.4834 -4.382715E-07 346.9941 127.0765 4.381261E-07 0.5 0.5
13 2.166667 0.1293328 1.528288 1.052725 341.7901 126.1846 359.7253 0.1490316 1.52844 1.07974 341.7901 126.1846 359.7253 0.109634 1.528135 1.02571 341.7901 126.1846 359.7253 335.7482 126.3274 -1.872826E-06 335.7776 122.4616 9.361967E-07 0.5 0.5
14 2.333333 0.1248665 1.525951 1.044622 344.0016 127.5846 359.4461 0.1451879 1.526262 1.071171 344.0016 127.5846 359.4461 0.1045452 1.525641 1.018074 344.0016 127.5846 359.4461 331.915 127.4295 -9.677231E-07 331.9282 123.9965 0 0.5 0.5
15 2.5 0.1062847 1.514258 1.023188 355.3261 152.231 0.3724872 0.1358766 1.514041 1.038749 355.3261 152.231 0.3724872 0.07669292 1.514474 1.007627 355.3261 152.231 0.3724872 351.7368 158.6645 -3.235238E-07 351.6977 155.3108 -2.15704E-07 0.5 0.5
16 2.666667 0.07562214 1.509866 1.0243 358.2817 177.6225 2.323416 0.1090024 1.508511 1.025645 358.2817 177.6225 2.323416 0.04224193 1.51122 1.022954 358.2817 177.6225 2.323416 358.8972 181.7712 -1.667835E-09 359.0533 177.7809 -3.335509E-09 0.5 0.5
17 2.833333 0.06605008 1.508737 1.031119 359.2408 189.9249 3.446737 0.09892033 1.506727 1.025341 359.2408 189.9249 3.446737 0.03317983 1.510747 1.036898 359.2408 189.9249 3.446737 0.9832076 193.6651 -1.334218E-08 1.219044 189.6796 2.001485E-08 0.5 0.5
18 3 0.0751842 1.505119 1.034476 2.430516 195.599 3.667518 0.1073459 1.502982 1.025591 2.430516 195.599 3.667518 0.04302248 1.507255 1.043361 2.430516 195.599 3.667518 11.32577 206.6666 2.176825E-07 11.66397 203.1302 0 0.5 0.5
19 3.166667 0.07408002 1.492728 1.044546 5.953789 213.8208 1.757872 0.1019032 1.491708 1.026033 5.953789 213.8208 1.757872 0.04625687 1.493748 1.063058 5.953789 213.8208 1.757872 13.46672 223.1064 0 13.68025 219.9353 0 0.5 0.5
20 3.333334 0.07355821 1.477506 1.053956 12.98284 224.0389 2.039502 0.09776398 1.476347 1.030921 12.98284 224.0389 2.039502 0.04935244 1.478665 1.076991 12.98284 224.0389 2.039502 19.75538 226.2147 0 19.8906 222.4775 0 0.5 0.5
21 3.5 0.0532642 1.473685 1.059204 15.62936 234.5293 4.303868 0.07316175 1.471268 1.032444 15.62936 234.5293 4.303868 0.03336665 1.476101 1.085965 15.62936 234.5293 4.303868 20.6911 243.247 9.126398E-07 21.12913 239.2663 -9.153095E-07 0.5 0.5
22 3.666667 -0.01423582 1.480156 1.066077 13.57741 240.5343 7.332998 0.002948532 1.476008 1.037698 13.57741 240.5343 7.332998 -0.03142018 1.484304 1.094457 13.57741 240.5343 7.332998 23.08667 244.5166 1.856205E-06 23.57765 240.7514 -2.794619E-06 0.5 0.5
23 3.833334 -0.08753166 1.486452 1.09372 10.57927 259.2748 9.056328 -0.08043769 1.481279 1.061458 10.57927 259.2748 9.056328 -0.09462562 1.491626 1.125981 10.57927 259.2748 9.056328 9.498852 265.9259 0 10.03724 262.8332 4.33522E-07 0.5 0.5
24 4 -0.1001034 1.492653 1.114297 3.933151 277.4946 9.661123 -0.104021 1.487056 1.081568 3.933151 277.4946 9.661123 -0.09618582 1.498251 1.147026 3.933151 277.4946 9.661123 358.9326 278.9444 0 359.4858 275.679 -5.3363E-08 0.5 0.5
25 4.166667 -0.08541159 1.502325 1.115434 354.5807 289.8568 10.05071 -0.09711243 1.496516 1.084657 354.5807 289.8568 10.05071 -0.07371075 1.508134 1.146211 354.5807 289.8568 10.05071 342.9974 292.3795 0 343.4962 289.2516 -8.904598E-07 0.5 0.5
26 4.333333 -0.1050743 1.507214 1.110463 347.8244 298.7276 8.713483 -0.1218958 1.502262 1.081996 347.8244 298.7276 8.713483 -0.08825269 1.512165 1.138931 347.8244 298.7276 8.713483 334.9574 300.4497 9.423619E-07 335.3835 297.4119 0 0.5 0.5
27 4.5 -0.1836804 1.508243 1.092342 332.4607 289.1312 13.44959 -0.1977345 1.501348 1.062798 332.4607 289.1312 13.44959 -0.1696263 1.515139 1.121885 332.4607 289.1312 13.44959 319.6274 288.4286 2.241321E-06 320.2725 285.1887 4.440416E-06 0.5 0.5
28 4.666667 -0.2235999 1.515339 1.056262 326.7782 298.2462 13.13524 -0.2426764 1.508983 1.029549 326.7782 298.2462 13.13524 -0.2045233 1.521695 1.082975 326.7782 298.2462 13.13524 319.0604 298.7085 -2.260452E-06 319.6723 295.3516 0 0.5 0.5
29 4.833333 -0.2187005 1.519563 1.013167 331.8047 335.0812 5.403733 -0.2495148 1.516788 1.000492 331.8047 335.0812 5.403733 -0.1878863 1.522338 1.025842 331.8047 335.0812 5.403733 333.1246 349.0456 0 333.1046 345.828 -4.786619E-07 0.5 0.5
30 4.875927 -0.2022923 1.514449 1.008623 343.8713 357.5048 1.864485 -0.2356908 1.513404 1.00747 343.8713 357.5048 1.864485 -0.1688938 1.515494 1.009775 343.8713 357.5048 1.864485 336.2788 354.3066 1.165703E-07 336.2702 351.1696 2.33156E-07 0.5 0.5
31 5.042593 -0.2313171 1.520631 0.9947996 344.8252 321.3271 5.849651 -0.2578419 1.517342 0.9747123 344.8252 321.3271 5.849651 -0.2047922 1.523919 1.014887 344.8252 321.3271 5.849651 350.342 331.4789 -2.165121E-07 350.649 327.6974 0 0.5 0.5
32 5.089596 -0.2650572 1.514084 0.9546331 355.2685 249.9677 10.33159 -0.2542546 1.508108 0.923561 355.2685 249.9677 10.33159 -0.2758599 1.52006 0.9857051 355.2685 249.9677 10.33159 350.9063 303.3121 0 351.3996 299.7574 -4.317416E-07 0.5 0.5
33 5.256262 -0.2397624 1.508051 0.9621564 359.2953 209.4661 9.086088 -0.2110497 1.502771 0.9458594 359.2953 209.4661 9.086089 -0.268475 1.513331 0.9784535 359.2953 209.4661 9.086089 355.8838 219.3244 1.069977E-07 356.2984 216.6867 -2.138896E-07 0.5 0.5
34 5.311312 -0.2511323 1.502701 0.9856939 4.088399 204.0418 6.861575 -0.2207007 1.498717 0.9724301 4.088399 204.0418 6.861575 -0.2815639 1.506685 0.9989576 4.088399 204.0418 6.861575 356.1502 216.1677 1.069631E-07 356.5123 213.0984 1.069197E-07 0.5 0.5
35 5.477979 -0.2693465 1.500621 1.004105 6.818928 191.5364 5.065056 -0.236645 1.49769 0.9977875 6.818928 191.5364 5.065056 -0.302048 1.503552 1.010422 6.818928 191.5364 5.065056 3.899925 193.101 2.674235E-08 4.229506 189.3403 8.025984E-08 0.5 0.5
36 5.535692 -0.2928995 1.493914 0.9973512 11.00752 185.7088 5.168906 -0.2597087 1.490957 0.9946111 11.00752 185.7088 5.168906 -0.3260904 1.49687 1.000091 11.00752 185.7088 5.168906 8.789752 180.9905 0 8.985068 177.8641 0 0.5 0.5
37 5.702358 -0.2996848 1.487819 0.9611909 11.74977 178.4962 1.936236 -0.2662866 1.486713 0.9622979 11.74977 178.4962 1.936236 -0.3330829 1.488925 0.960084 11.74977 178.4962 1.936236 12.0957 175.8589 -2.728621E-08 12.15845 172.4639 -5.458526E-08 0.5 0.5
38 5.772381 -0.2904846 1.487435 0.9204215 10.40217 174.585 1.766056 -0.2572325 1.486422 0.9237605 10.40217 174.585 1.766056 -0.3237368 1.488449 0.9170826 10.40217 174.585 1.766056 12.33213 174.7522 0 12.37084 171.5847 0 0.5 0.5
39 5.939048 -0.2998981 1.489464 0.8768291 9.391578 174.8483 359.0707 -0.2665949 1.489999 0.8797428 9.391578 174.8483 359.0707 -0.3332014 1.488929 0.8739155 9.391578 174.8483 359.0707 12.37441 176.6313 -2.731501E-08 12.32224 173.2376 -1.092383E-07 0.5 0.5
40 6.008998 -0.3300579 1.491395 0.8650398 15.0375 180.101 3.011689 -0.2966685 1.489698 0.8654367 15.0375 180.101 3.011689 -0.3634472 1.493091 0.8646429 15.0375 180.101 3.011689 16.36134 178.2597 -2.780646E-08 16.36254 175.04 -5.561327E-08 0.5 0.5
41 6.175665 -0.3575425 1.462273 0.8705955 29.25118 202.2677 5.433149 -0.326154 1.459511 0.8594144 29.25118 202.2677 5.433149 -0.3889309 1.465035 0.8817766 29.25118 202.2677 5.433149 33.16991 216.5933 1.019977E-06 33.71993 213.7839 1.026465E-06 0.5 0.5
42 6.247731 -0.3484478 1.443712 0.8814659 35.39643 214.6217 9.213495 -0.3195269 1.439348 0.8652666 35.39643 214.6217 9.213495 -0.3773687 1.448076 0.8976653 35.39643 214.6217 9.213495 38.65274 220.7273 -1.093256E-06 39.35523 216.588 -1.104166E-06 0.5 0.5
